model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
gpt-5-1,hotpotqa,5ae78ec5554299540e5a5605,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,Ulster County,Greene County,Ulster County,"[""In which village was the album 'Guitars for Wounded Warriors' recorded?"", ""In which New York county is {answer_1} located?""]","{""answer_1"": ""Woodstock"", ""answer_2"": ""Ulster County""}","answer_1: str = qa_model(""In which village was the album 'Guitars for Wounded Warriors' recorded?"")
answer_2: str = qa_model(""In which New York county is {answer_1} located?"", answer_1=answer_1)","{
  ""answer_1"": ""Woodstock"",
  ""answer_2"": ""Ulster County""
}",Greene County,"The answers provide different counties (Ulster vs. Greene), which is a direct contradiction to the question's core fact.","equivalent: 0
reasoning: The answers provide different counties (Ulster vs. Greene), which is a direct contradiction to the question's core fact."
gpt-5-1,hotpotqa,5a72d98f5542992359bc31ac,Torrens Bridge railway station was located east of a park named after who?,Thomas Elder,John Langdon Bonython,Sir John Langdon Bonython,"[""What is the name of the park located east of Torrens Bridge railway station?"", ""Who was {answer_1} named after?""]","{""answer_1"": ""Elder Park"", ""answer_2"": ""Thomas Elder""}","answer_1: str = qa_model(""What is the name of the park located east of Torrens Bridge railway station?"")
answer_2: str = qa_model(""Who was {answer_1} named after?"", answer_1=answer_1)","{
  ""answer_1"": ""Elder Park"",
  ""answer_2"": ""Thomas Elder""
}","answer:
John Langdon Bonython","The answers provide different names for the person the park was named after, creating a direct contradiction.","equivalent: 0
reasoning: The answers provide different names for the person the park was named after, creating a direct contradiction."
gpt-5-1,hotpotqa,5a7413315542993a88ae2efb,"What town does the Mount Agamenticus region covers has the summer resort's name means ""beautiful place by the sea""?",Wells,Ogunquit,Ogunquit,"[""What is the name of a summer resort whose name means 'beautiful place by the sea'?"", ""What town in the Mount Agamenticus region is home to {answer_1}?""]","{""answer_1"": ""Ogunquit"", ""answer_2"": ""Wells""}","answer_1: str = qa_model(""What is the name of a summer resort whose name means 'beautiful place by the sea'?"")
answer_2: str = qa_model(""What town in the Mount Agamenticus region is home to {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Ogunquit"",
  ""answer_2"": ""Wells""
}","answer:
Ogunquit","The answers refer to different towns. Ogunquit means ""beautiful place by the sea"" in Abenaki, while Wells does not.","equivalent: 0
reasoning: The answers refer to different towns. Ogunquit means ""beautiful place by the sea"" in Abenaki, while Wells does not."
gpt-5-1,hotpotqa,5a7a61d355429941d65f25fd,Who directed the movie that Jack Covin played Dr. Ardmore in?,Brian De Palma,Tom Holland,Tom Holland,"[""What movie did Jack Covin play Dr. Ardmore in?"", ""Who directed '{answer_1}'?""]","{""answer_1"": ""Carrie"", ""answer_2"": ""Brian De Palma""}","answer_1: str = qa_model(""What movie did Jack Covin play Dr. Ardmore in?"")
answer_2: str = qa_model(""Who directed '{answer_1}'?"", answer_1=answer_1)","{
  ""answer_1"": ""Carrie"",
  ""answer_2"": ""Brian De Palma""
}","answer:
Tom Holland","The director of ""Dressed to Kill"", the movie in which Jack Covin played Dr. Ardmore, is Brian De Palma. Answer B contradicts this fact.","equivalent: 0
reasoning: The director of ""Dressed to Kill"", the movie in which Jack Covin played Dr. Ardmore, is Brian De Palma. Answer B contradicts this fact."
gpt-5-1,hotpotqa,5a8399055542992ef85e2324,What do Karl Marx and Christopher Hitchens have in common?,"He generally accepted and defended historical materialism as a valuable framework for understanding history and society, though he was critical of some Marxist doctrines and practices",Both were prominent atheist critics of religion,journalist,"[""What is a prominent philosophical stance of Karl Marx?"", ""What was Christopher Hitchens's position regarding {answer_1}?""]","{""answer_1"": ""historical materialism"", ""answer_2"": ""He generally accepted and defended historical materialism as a valuable framework for understanding history and society, though he was critical of some Marxist doctrines and practices""}","answer_1: str = qa_model(""What is a prominent philosophical stance of Karl Marx?"")
answer_2: str = qa_model(""What was Christopher Hitchens's position regarding {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""historical materialism"",
  ""answer_2"": ""He generally accepted and defended historical materialism as a valuable framework for understanding history and society, though he was critical of some Marxist doctrines and practices""
}","answer:
Both were prominent atheist critics of religion","Answer A describes Christopher Hitchens' intellectual stance on Karl Marx's historical materialism, while Answer B states a shared characteristic of both individuals (being atheist critics of religion). These are distinct facts and not equivalent.","equivalent: 0
reasoning: Answer A describes Christopher Hitchens' intellectual stance on Karl Marx's historical materialism, while Answer B states a shared characteristic of both individuals (being atheist critics of religion). These are distinct facts and not equivalent."
gpt-5-1,hotpotqa,5a8b62cd55429949d91db588,"What is the platform-adventure video game created by independent developer D-Pad Studio, and included in 2016 new intellectual properties releases notable for?",being one of the highest-rated new intellectual property releases of 2016,Owlboy,its long development cycle,"[""What is the platform-adventure video game created by independent developer D-Pad Studio?"", ""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?""]","{""answer_1"": ""Owlboy"", ""answer_2"": ""being one of the highest-rated new intellectual property releases of 2016""}","answer_1: str = qa_model(""What is the platform-adventure video game created by independent developer D-Pad Studio?"")
answer_2: str = qa_model(""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?"", answer_1=answer_1)","{
  ""answer_1"": ""Owlboy"",
  ""answer_2"": ""being one of the highest-rated new intellectual property releases of 2016""
}","answer:
Owlboy","Answer A describes what the game is notable for, while Answer B provides the name of the game. These are different facts.","equivalent: 0
reasoning: Answer A describes what the game is notable for, while Answer B provides the name of the game. These are different facts."
gpt-5-1,hotpotqa,5a8bbc135542995e66a474ea,"""No Foe Shall Gather Our Harvest"" is a poem first published in a monthly women's magazine published by who?",Australian Consolidated Press,Bauer Media Group,Bauer Media Group,"[""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"", ""Who published {answer_1}?""]","{""answer_1"": ""The Australian Women's Weekly"", ""answer_2"": ""Australian Consolidated Press""}","answer_1: str = qa_model(""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"")
answer_2: str = qa_model(""Who published {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""The Australian Women's Weekly"",
  ""answer_2"": ""Australian Consolidated Press""
}","answer:
Bauer Media Group","These are two distinct publishing companies. Bauer Media Group acquired Australian Consolidated Press in 2012, but they are not the same entity.","equivalent: 0
reasoning: These are two distinct publishing companies. Bauer Media Group acquired Australian Consolidated Press in 2012, but they are not the same entity."
gpt-5-1,hotpotqa,5a8c89f55542996e8ac88ad8,"What is the name of the seventh studio album that was made by the creator of ""Amazing"" and ""Only You""?",7,The Love Album,Georgia Clay,"[""Who is the creator of the songs 'Amazing' and 'Only You'?"", ""What is the seventh studio album by {answer_1}?""]","{""answer_1"": ""Enrique Iglesias"", ""answer_2"": ""7""}","answer_1: str = qa_model(""Who is the creator of the songs 'Amazing' and 'Only You'?"")
answer_2: str = qa_model(""What is the seventh studio album by {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Enrique Iglesias"",
  ""answer_2"": ""7""
}",The Love Album,"The album names ""7"" and ""The Love Album"" are distinct and not equivalent.","equivalent: 0
reasoning: The album names ""7"" and ""The Love Album"" are distinct and not equivalent."
gpt-5-1,hotpotqa,5a90aeda5542990a98493699,The Riverport Railroad operates a former army depot track that was opened in what year?,1917,1918,1917,"[""What former army depot track does the Riverport Railroad operate?"", ""When was {answer_1} opened?""]","{""answer_1"": ""Savanna Army Depot"", ""answer_2"": ""1917""}","answer_1: str = qa_model(""What former army depot track does the Riverport Railroad operate?"")
answer_2: str = qa_model(""When was {answer_1} opened?"", answer_1=answer_1)","{
  ""answer_1"": ""Savanna Army Depot"",
  ""answer_2"": ""1917""
}","answer:
1918",Years must match exactly; 1917 is not 1918.,"equivalent: 0
reasoning: Years must match exactly; 1917 is not 1918."
gpt-5-1,hotpotqa,5abc6fde55429959677d6ab7,Jake Roberts is an English film editor best known for his works on a British drama film based on what 2010 play?,Posh,Starred Up,Posh,"[""What British drama film edited by Jake Roberts is based on a 2010 play?"", ""What 2010 play is '{answer_1}' based on?""]","{""answer_1"": ""The Riot Club"", ""answer_2"": ""Posh""}","answer_1: str = qa_model(""What British drama film edited by Jake Roberts is based on a 2010 play?"")
answer_2: str = qa_model(""What 2010 play is '{answer_1}' based on?"", answer_1=answer_1)","{
  ""answer_1"": ""The Riot Club"",
  ""answer_2"": ""Posh""
}","answer:
Starred Up","The answers provide different play titles, ""Posh"" and ""Starred Up"", which are contradictory.","equivalent: 0
reasoning: The answers provide different play titles, ""Posh"" and ""Starred Up"", which are contradictory."
gpt-5-1,hotpotqa,5abe249155429976d4830a7e, Ida Roland was born in a municipality  that lies on the shores of which lake ?,None,Lake Constance,Lake Geneva,"[""Where was Ida Roland born?"", ""Which lake lies on the shores of {answer_1}?""]","{""answer_1"": ""Vienna"", ""answer_2"": ""None""}","answer_1: str = qa_model(""Where was Ida Roland born?"")
answer_2: str = qa_model(""Which lake lies on the shores of {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Vienna"",
  ""answer_2"": ""None""
}","answer:
Lake Constance","Answer A states ""None"", while Answer B provides a specific lake, ""Lake Constance"", which is a direct contradiction.","equivalent: 0
reasoning: Answer A states ""None"", while Answer B provides a specific lake, ""Lake Constance"", which is a direct contradiction."
gpt-5-1,hotpotqa,5abf1a6d5542990832d3a122,"What should you do to show respect when walking the trail Oahu trial that leads to a 150 foot waterfall, on the night of Kane, Ku, Lono, or Kanaloa at sunset and just before the sunrises?","Refrain from going on the trail or to the falls at those times; stay out of the stream and forest, keep lights and noise off, and leave the area undisturbed so the akua have the place to themselves from sunset through just before sunrise on those kapu nights","Lie face down on the ground, remain still, and avoid eye contact with the procession",lie face down,"[""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"", ""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?""]","{""answer_1"": ""Manoa Falls Trail"", ""answer_2"": ""Refrain from going on the trail or to the falls at those times; stay out of the stream and forest, keep lights and noise off, and leave the area undisturbed so the akua have the place to themselves from sunset through just before sunrise on those kapu nights""}","answer_1: str = qa_model(""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"")
answer_2: str = qa_model(""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?"", answer_1=answer_1)","{
  ""answer_1"": ""Manoa Falls Trail"",
  ""answer_2"": ""Refrain from going on the trail or to the falls at those times; stay out of the stream and forest, keep lights and noise off, and leave the area undisturbed so the akua have the place to themselves from sunset through just before sunrise on those kapu nights""
}","answer:
Lie face down on the ground, remain still, and avoid eye contact with the procession","Answer A suggests refraining from going on the trail at all during those times, while Answer B describes actions to take if one is present on the trail, which contradicts Answer A's advice to avoid the area.","equivalent: 0
reasoning: Answer A suggests refraining from going on the trail at all during those times, while Answer B describes actions to take if one is present on the trail, which contradicts Answer A's advice to avoid the area."
gpt-5-1,hotpotqa,5abfd0505542993fe9a41e81,What company is associated with the UK but also was founded in the US?,None,The Body Shop,Pentair,"[""Name a company that is associated with the UK."", ""Which of these companies was founded in the US: {answer_1}?""]","{""answer_1"": ""British Airways"", ""answer_2"": ""None""}","answer_1: str = qa_model(""Name a company that is associated with the UK."")
answer_2: str = qa_model(""Which of these companies was founded in the US: {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""British Airways"",
  ""answer_2"": ""None""
}","answer:
The Body Shop","Answer A states no such company exists, while Answer B provides a specific company, creating a direct contradiction.","equivalent: 0
reasoning: Answer A states no such company exists, while Answer B provides a specific company, creating a direct contradiction."
gpt-5-1,hotpotqa,5ae2a123554299495565daed,What is the focus of the technique which developed on the technique named after Frederich Matthias Alexander,"developing an accurate mental map of the body’s structure to improve movement, posture, and prevent injury",posture,body mechanics in a state of motion,"[""What technique is named after Frederich Matthias Alexander?"", ""What technique developed on {answer_1}?"", ""What is the focus of {answer_2}?""]","{""answer_1"": ""Alexander Technique"", ""answer_2"": ""Body Mapping"", ""answer_3"": ""developing an accurate mental map of the body\u2019s structure to improve movement, posture, and prevent injury""}","answer_1: str = qa_model(""What technique is named after Frederich Matthias Alexander?"")
answer_2: str = qa_model(""What technique developed on {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the focus of {answer_2}?"", answer_2=answer_2)","{
  ""answer_1"": ""Alexander Technique"",
  ""answer_2"": ""Body Mapping"",
  ""answer_3"": ""developing an accurate mental map of the body’s structure to improve movement, posture, and prevent injury""
}",posture,"Answer B is a subset of Answer A, providing only one aspect (""posture"") of the technique's focus, whereas Answer A gives a more comprehensive description including improving movement and preventing injury through developing a mental map of the body's structure. Answer B is too narrow to be considered equivalent to the more complete answer A for ""the focus"".","equivalent: 0
reasoning: Answer B is a subset of Answer A, providing only one aspect (""posture"") of the technique's focus, whereas Answer A gives a more comprehensive description including improving movement and preventing injury through developing a mental map of the body's structure. Answer B is too narrow to be considered equivalent to the more complete answer A for ""the focus""."
gpt-5-1,hotpotqa,5ae5301f5542990ba0bbb1f4,"In what year was the fairy tale of which the plot of ""Tears Were Falling"" can be viewed as a modern interpretation first published?",1837,1844,1844,"[""What fairy tale is 'Tears Were Falling' a modern interpretation of?"", ""In what year was '{answer_1}' first published?""]","{""answer_1"": ""The Little Mermaid"", ""answer_2"": ""1837""}","answer_1: str = qa_model(""What fairy tale is 'Tears Were Falling' a modern interpretation of?"")
answer_2: str = qa_model(""In what year was '{answer_1}' first published?"", answer_1=answer_1)","{
  ""answer_1"": ""The Little Mermaid"",
  ""answer_2"": ""1837""
}","answer:
1844",The years 1837 and 1844 are different; calendar dates/years must match exactly.,"equivalent: 0
reasoning: The years 1837 and 1844 are different; calendar dates/years must match exactly."
google-gemini-2-5-pro,hotpotqa,5a8fae775542992414482b3b,What all female high school is located in a town in Sunyani West District  in the Brong-Ahafo Region of Ghana?,Odumaseman Senior High School,Notre Dame Girls' Senior High School,Notre Dame High School,"[""What is the capital of the Sunyani West District?"", ""What all female high school is located in {answer_1}?""]","{""answer_1"": ""Odumase"", ""answer_2"": ""Odumaseman Senior High School""}","answer_1: str = qa_model(""What is the capital of the Sunyani West District?"")
answer_2: str = qa_model(""What all female high school is located in {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Odumase"",
  ""answer_2"": ""Odumaseman Senior High School""
}
```",Notre Dame Girls' Senior High School,"The answers refer to different schools. Answer A is a mixed-gender school, while Answer B is an all-female school, which is specified in the question.","equivalent: 0
reasoning: The answers refer to different schools. Answer A is a mixed-gender school, while Answer B is an all-female school, which is specified in the question."
google-gemini-2-5-pro,hotpotqa,5adf698f5542993a75d264e2,Who directed a film that included Sarah Manninen?,Martha Coolidge,James Mark,Martha Coolidge,"[""Which film included Sarah Manninen?"", ""Who directed the film {answer_1}?""]","{""answer_1"": ""The Prince & Me"", ""answer_2"": ""Martha Coolidge""}","answer_1: str = qa_model(""Which film included Sarah Manninen?"")
answer_2: str = qa_model(""Who directed the film {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Prince & Me"",
  ""answer_2"": ""Martha Coolidge""
}
```",James Mark,"The answers provide different names for the director, which are distinct facts.","equivalent: 0
reasoning: The answers provide different names for the director, which are distinct facts."
google-gemini-2-5-pro,hotpotqa,5ac1bfd85542994ab5c67dfb,"How many German scientists, engineers, and technicians, were recruited in post-Nazi Germany as a result of the clandestine operation where Arthur Rudolph became one of the main developers of the U.S. ?space program","More than 1,600","1,600","more than 1,600","[""What was the clandestine operation in which Arthur Rudolph was recruited to the U.S. space program?"", ""How many German scientists, engineers, and technicians were recruited as part of {answer_1}?""]","{""answer_1"": ""Operation Paperclip"", ""answer_2"": ""More than 1,600""}","answer_1: str = qa_model(""What was the clandestine operation in which Arthur Rudolph was recruited to the U.S. space program?"")
answer_2: str = qa_model(""How many German scientists, engineers, and technicians were recruited as part of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Operation Paperclip"",
  ""answer_2"": ""More than 1,600""
}
```","1,600","""More than 1,600"" explicitly excludes the number 1,600, while ""1,600"" states the exact number. These are distinct numerical assertions and not covered by the numeric tolerance rule for small differences.","equivalent: 0
reasoning: ""More than 1,600"" explicitly excludes the number 1,600, while ""1,600"" states the exact number. These are distinct numerical assertions and not covered by the numeric tolerance rule for small differences."
google-gemini-2-5-pro,hotpotqa,5a804fc45542992bc0c4a6f0,Close to the Enemy starred the English actor known as Ash Morgan in what BBC series?,Casualty,Cuffs,Hustle,"[""Which English actor is known for playing Ash Morgan?"", ""In what BBC series did {answer_1} play Ash Morgan?""]","{""answer_1"": ""Charles Venn"", ""answer_2"": ""Casualty""}","answer_1: str = qa_model(""Which English actor is known for playing Ash Morgan?"")
answer_2: str = qa_model(""In what BBC series did {answer_1} play Ash Morgan?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Charles Venn"",
  ""answer_2"": ""Casualty""
}
```",Cuffs,The two answers refer to different BBC series.,"equivalent: 0
reasoning: The two answers refer to different BBC series."
google-gemini-2-5-pro,hotpotqa,5a7fa11e5542995d8a8dded4,"Who founded the college attended by Thomas Balston, member of the Whatman paper-making family?",William of Wykeham,Henry VI,William of Wykeham,"[""Which college did Thomas Balston attend?"", ""Who founded {answer_1}?""]","{""answer_1"": ""New College, Oxford"", ""answer_2"": ""William of Wykeham""}","answer_1: str = qa_model(""Which college did Thomas Balston attend?"")
answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""New College, Oxford"",
  ""answer_2"": ""William of Wykeham""
}
```","answer:
Henry VI","The answers contradict each other regarding the founder of the college. William of Wykeham founded New College, Oxford, which Thomas Balston attended. Henry VI founded King's College, Cambridge.","equivalent: 0
reasoning: The answers contradict each other regarding the founder of the college. William of Wykeham founded New College, Oxford, which Thomas Balston attended. Henry VI founded King's College, Cambridge."
google-gemini-2-5-pro,hotpotqa,5adf1bf75542993344016bd9,"Canton Road Station was a planned railway station on the Kowloon Southern Link of West Rail Line, that was to run beneath a large shopping mall located where?","Tsim Sha Tsui, Kowloon, Hong Kong",Harbour City,"Tsim Sha Tsui, Hong Kong","[""What is the name of the large shopping mall that Canton Road Station was planned to run beneath?"", ""Where is {answer_1} located?""]","{""answer_1"": ""Harbour City"", ""answer_2"": ""Tsim Sha Tsui, Kowloon, Hong Kong""}","answer_1: str = qa_model(""What is the name of the large shopping mall that Canton Road Station was planned to run beneath?"")
answer_2: str = qa_model(""Where is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Harbour City"",
  ""answer_2"": ""Tsim Sha Tsui, Kowloon, Hong Kong""
}
```","answer:
Harbour City","Answer A provides the geographical location (Tsim Sha Tsui, Kowloon, Hong Kong) where the mall is located, directly answering ""located where?"". Answer B provides the name of the shopping mall (Harbour City), not its geographical location.","equivalent: 0
reasoning: Answer A provides the geographical location (Tsim Sha Tsui, Kowloon, Hong Kong) where the mall is located, directly answering ""located where?"". Answer B provides the name of the shopping mall (Harbour City), not its geographical location."
google-gemini-2-5-pro,hotpotqa,5a76353d5542994ccc918715,When was the artist who did the cover art of The Savage Frontier born?,1958-10-22,1948-08-05,"August 5, 1948","[""Who did the cover art for 'The Savage Frontier'?"", ""When was {answer_1} born?""]","{""answer_1"": ""Keith Parkinson"", ""answer_2"": ""1958-10-22""}","answer_1: str = qa_model(""Who did the cover art for 'The Savage Frontier'?"")
answer_2: str = qa_model(""When was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Keith Parkinson"",
  ""answer_2"": ""1958-10-22""
}
```",1948-08-05,The birth dates provided are different and calendar dates must match exactly.,"equivalent: 0
reasoning: The birth dates provided are different and calendar dates must match exactly."
google-gemini-2-5-pro,hotpotqa,5a7a61d355429941d65f25fd,Who directed the movie that Jack Covin played Dr. Ardmore in?,Miloš Forman,Joseph Green,Tom Holland,"[""What movie did Jack Covin play Dr. Ardmore in?"", ""Who directed '{answer_1}'?""]","{""answer_1"": ""One Flew Over the Cuckoo's Nest"", ""answer_2"": ""Milo\u0161 Forman""}","answer_1: str = qa_model(""What movie did Jack Covin play Dr. Ardmore in?"")
answer_2: str = qa_model(""Who directed '{answer_1}'?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""One Flew Over the Cuckoo's Nest"",
  ""answer_2"": ""Miloš Forman""
}
```",Joseph Green,"The two answers provide different names for the director, indicating a contradiction.","equivalent: 0
reasoning: The two answers provide different names for the director, indicating a contradiction."
google-gemini-2-5-pro,hotpotqa,5a7d48a05542991319bc9385,"Who founded the fast food chain whom Joshua Goez appeared in the ""Ranch Tooth"" commercials for?",Forrest Raffel; Leroy Raffel,Robert O. Peterson,Dave Thomas,"[""Which fast food chain had 'Ranch Tooth' commercials featuring Joshua Goez?"", ""Who founded {answer_1}?""]","{""answer_1"": ""Arby's"", ""answer_2"": ""Forrest Raffel; Leroy Raffel""}","answer_1: str = qa_model(""Which fast food chain had 'Ranch Tooth' commercials featuring Joshua Goez?"")
answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Arby's"",
  ""answer_2"": ""Forrest Raffel; Leroy Raffel""
}
```","answer:
Robert O. Peterson","Answer A correctly identifies the founders of Arby's (Forrest and Leroy Raffel), the chain associated with ""Ranch Tooth"" commercials. Answer B names Robert O. Peterson, who founded Jack in the Box, not Arby's, creating a contradiction.","equivalent: 0
reasoning: Answer A correctly identifies the founders of Arby's (Forrest and Leroy Raffel), the chain associated with ""Ranch Tooth"" commercials. Answer B names Robert O. Peterson, who founded Jack in the Box, not Arby's, creating a contradiction."
google-gemini-2-5-pro,hotpotqa,5a7e3e6f5542994959419940,What county is the city that contains Florida State Road 736's easterb terminus the seat of?,Broward County,Fort Lauderdale,Broward County,"[""What city contains Florida State Road 736's eastern terminus?"", ""What county is {answer_1} the seat of?""]","{""answer_1"": ""Fort Lauderdale"", ""answer_2"": ""Broward County""}","answer_1: str = qa_model(""What city contains Florida State Road 736's eastern terminus?"")
answer_2: str = qa_model(""What county is {answer_1} the seat of?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Fort Lauderdale"",
  ""answer_2"": ""Broward County""
}
```",Fort Lauderdale,"The question asks for the county, and Answer B provides a city, which is not a county.","equivalent: 0
reasoning: The question asks for the county, and Answer B provides a city, which is not a county."
google-gemini-2-5-pro,hotpotqa,5a8399055542992ef85e2324,What do Karl Marx and Christopher Hitchens have in common?,Critical,Critics of religion,journalist,"[""What is a prominent philosophical stance of Karl Marx?"", ""What was Christopher Hitchens's position regarding {answer_1}?""]","{""answer_1"": ""Historical materialism"", ""answer_2"": ""Critical""}","answer_1: str = qa_model(""What is a prominent philosophical stance of Karl Marx?"")
answer_2: str = qa_model(""What was Christopher Hitchens's position regarding {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Historical materialism"",
  ""answer_2"": ""Critical""
}
```",Critics of religion,"Answer A is too vague (""Critical"") and does not convey the specific commonality of being ""Critics of religion"" as stated in Answer B.","equivalent: 0
reasoning: Answer A is too vague (""Critical"") and does not convey the specific commonality of being ""Critics of religion"" as stated in Answer B."
google-gemini-2-5-pro,hotpotqa,5a870f695542991e771816ae,Who managed the Giants and won his first and only World Series to tile during his career?,Bill Terry; Leo Durocher,Bill Terry,Leo Durocher,"[""Which managers have won a World Series with the San Francisco Giants or New York Giants?"", ""Which manager from {answer_1} won exactly one World Series in their career?""]","{""answer_1"": ""John McGraw; Bill Terry; Leo Durocher; Bruce Bochy"", ""answer_2"": ""Bill Terry; Leo Durocher""}","answer_1: str = qa_model(""Which managers have won a World Series with the San Francisco Giants or New York Giants?"")
answer_2: str = qa_model(""Which manager from {answer_1} won exactly one World Series in their career?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John McGraw; Bill Terry; Leo Durocher; Bruce Bochy"",
  ""answer_2"": ""Bill Terry; Leo Durocher""
}
```",Bill Terry,"Answer A incorrectly includes Leo Durocher, who did not win his first and only World Series with the Giants (he won a previous one with the Dodgers). Answer B correctly identifies Bill Terry.","equivalent: 0
reasoning: Answer A incorrectly includes Leo Durocher, who did not win his first and only World Series with the Giants (he won a previous one with the Dodgers). Answer B correctly identifies Bill Terry."
google-gemini-2-5-pro,hotpotqa,5a877cdd5542993e715abf72,"Which Rihanna album is the song that inspired ""I Was a Fool"" on?",A Girl like Me,Talk That Talk,"""A Girl like Me""","[""What song inspired 'I Was a Fool'?"", ""Which Rihanna album is '{answer_1}' on?""]","{""answer_1"": ""Unfaithful"", ""answer_2"": ""A Girl like Me""}","answer_1: str = qa_model(""What song inspired 'I Was a Fool'?"")
answer_2: str = qa_model(""Which Rihanna album is '{answer_1}' on?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Unfaithful"",
  ""answer_2"": ""A Girl like Me""
}
```",Talk That Talk,"The answers provide two different, distinct album names, which are contradictory.","equivalent: 0
reasoning: The answers provide two different, distinct album names, which are contradictory."
google-gemini-2-5-pro,hotpotqa,5a8b62cd55429949d91db588,"What is the platform-adventure video game created by independent developer D-Pad Studio, and included in 2016 new intellectual properties releases notable for?",Best-reviewed new PC IP of 2016 on Metacritic,Owlboy,its long development cycle,"[""What is the platform-adventure video game created by independent developer D-Pad Studio?"", ""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?""]","{""answer_1"": ""Owlboy"", ""answer_2"": ""Best-reviewed new PC IP of 2016 on Metacritic""}","answer_1: str = qa_model(""What is the platform-adventure video game created by independent developer D-Pad Studio?"")
answer_2: str = qa_model(""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Owlboy"",
  ""answer_2"": ""Best-reviewed new PC IP of 2016 on Metacritic""
}
```","answer:
Owlboy","Answer A describes what the game is notable for, while Answer B provides the name of the game. They address different parts of the compound question.","equivalent: 0
reasoning: Answer A describes what the game is notable for, while Answer B provides the name of the game. They address different parts of the compound question."
google-gemini-2-5-pro,hotpotqa,5a8baf235542996e8ac889c2,Jon Bokenkamp wrote the screen play for the film starring which two actors?,Halle Berry; Abigail Breslin,Angelina Jolie; Ethan Hawke,Angelina Jolie and Ethan Hawke,"[""Name a film for which Jon Bokenkamp wrote the screenplay."", ""Which two actors starred in '{answer_1}'?""]","{""answer_1"": ""The Call"", ""answer_2"": ""Halle Berry; Abigail Breslin""}","answer_1: str = qa_model(""Name a film for which Jon Bokenkamp wrote the screenplay."")
answer_2: str = qa_model(""Which two actors starred in '{answer_1}'?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Call"",
  ""answer_2"": ""Halle Berry; Abigail Breslin""
}
```",Angelina Jolie; Ethan Hawke,"The lists of actors are completely different, indicating a contradiction in the essential facts.","equivalent: 0
reasoning: The lists of actors are completely different, indicating a contradiction in the essential facts."
google-gemini-2-5-pro,hotpotqa,5a8bbc135542995e66a474ea,"""No Foe Shall Gather Our Harvest"" is a poem first published in a monthly women's magazine published by who?",Are Media,Australian Consolidated Press,Bauer Media Group,"[""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"", ""Who published {answer_1}?""]","{""answer_1"": ""The Australian Women's Weekly"", ""answer_2"": ""Are Media""}","answer_1: str = qa_model(""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"")
answer_2: str = qa_model(""Who published {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Australian Women's Weekly"",
  ""answer_2"": ""Are Media""
}
```",Australian Consolidated Press,"The answers name two different publishing companies, Are Media and Australian Consolidated Press, which are distinct entities.","equivalent: 0
reasoning: The answers name two different publishing companies, Are Media and Australian Consolidated Press, which are distinct entities."
