model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_correct,open_correct,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response,label_cause,label_notes
gpt-5-1,hotpotqa,5a72a00d5542991f9a20c53c,Who developed the prototype pacemaker used by the 34th President of the USA?,Paul M. Zoll,Wilson Greatbatch,R Adams Cowley,0,0,"[""Who was the 34th President of the USA?"", ""Who developed the prototype pacemaker used by {answer_1}?""]","{""answer_1"": ""Dwight D. Eisenhower"", ""answer_2"": ""Paul M. Zoll""}","answer_1: str = qa_model(""Who was the 34th President of the USA?"")
answer_2: str = qa_model(""Who developed the prototype pacemaker used by {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Dwight D. Eisenhower"",
  ""answer_2"": ""Paul M. Zoll""
}","answer:
Wilson Greatbatch","The answers provide different names for the developer, indicating a contradiction. Paul M. Zoll and Wilson Greatbatch are distinct individuals.","equivalent: 0
reasoning: The answers provide different names for the developer, indicating a contradiction. Paul M. Zoll and Wilson Greatbatch are distinct individuals.",,
gpt-5-1,hotpotqa,5a72d98f5542992359bc31ac,Torrens Bridge railway station was located east of a park named after who?,Thomas Elder,John Langdon Bonython,Sir John Langdon Bonython,0,1,"[""What is the name of the park located east of Torrens Bridge railway station?"", ""Who was {answer_1} named after?""]","{""answer_1"": ""Elder Park"", ""answer_2"": ""Thomas Elder""}","answer_1: str = qa_model(""What is the name of the park located east of Torrens Bridge railway station?"")
answer_2: str = qa_model(""Who was {answer_1} named after?"", answer_1=answer_1)","{
  ""answer_1"": ""Elder Park"",
  ""answer_2"": ""Thomas Elder""
}","answer:
John Langdon Bonython","The answers provide different names for the person the park was named after, creating a direct contradiction.","equivalent: 0
reasoning: The answers provide different names for the person the park was named after, creating a direct contradiction.",,
gpt-5-1,hotpotqa,5a7413315542993a88ae2efb,"What town does the Mount Agamenticus region covers has the summer resort's name means ""beautiful place by the sea""?",Wells,Ogunquit,Ogunquit,0,1,"[""What is the name of a summer resort whose name means 'beautiful place by the sea'?"", ""What town in the Mount Agamenticus region is home to {answer_1}?""]","{""answer_1"": ""Ogunquit"", ""answer_2"": ""Wells""}","answer_1: str = qa_model(""What is the name of a summer resort whose name means 'beautiful place by the sea'?"")
answer_2: str = qa_model(""What town in the Mount Agamenticus region is home to {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Ogunquit"",
  ""answer_2"": ""Wells""
}","answer:
Ogunquit","The answers refer to different towns. Ogunquit means ""beautiful place by the sea"" in Abenaki, while Wells does not.","equivalent: 0
reasoning: The answers refer to different towns. Ogunquit means ""beautiful place by the sea"" in Abenaki, while Wells does not.",,
gpt-5-1,hotpotqa,5a74a3bd55429979e28829da,Who invented the type of script used in autographs?,It has no single inventor; it developed gradually from ancient Roman writing,Platt Rogers Spencer,the Sumerians,0,0,"[""What type of script is used in autographs?"", ""Who invented {answer_1}?""]","{""answer_1"": ""cursive script"", ""answer_2"": ""It has no single inventor; it developed gradually from ancient Roman writing""}","answer_1: str = qa_model(""What type of script is used in autographs?"")
answer_2: str = qa_model(""Who invented {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""cursive script"",
  ""answer_2"": ""It has no single inventor; it developed gradually from ancient Roman writing""
}","answer:
Platt Rogers Spencer","Answer A states there is no single inventor, while Answer B names a specific inventor, which is a direct contradiction.","equivalent: 0
reasoning: Answer A states there is no single inventor, while Answer B names a specific inventor, which is a direct contradiction.",,
gpt-5-1,hotpotqa,5a76059155429976ec32bce6,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?",Mall del Norte,La Plaza Mall,La Plaza Mall,0,1,"[""What is the size of Mall del Norte?"", ""What is the size of La Plaza Mall?"", ""Which is larger, Mall del Norte at {answer_1} or La Plaza Mall at {answer_2}?""]","{""answer_1"": ""1,236,000 ft\u00b2"", ""answer_2"": ""1,215,000 ft\u00b2"", ""answer_3"": ""Mall del Norte""}","answer_1: str = qa_model(""What is the size of Mall del Norte?"")
answer_2: str = qa_model(""What is the size of La Plaza Mall?"")
answer_3: str = qa_model(""Which is larger, Mall del Norte at {answer_1} or La Plaza Mall at {answer_2}?"", answer_1=answer_1, answer_2=answer_2)","{
  ""answer_1"": ""1,236,000 ft²"",
  ""answer_2"": ""1,215,000 ft²"",
  ""answer_3"": ""Mall del Norte""
}",La Plaza Mall,The answers contradict each other by identifying different malls as the largest.,"equivalent: 0
reasoning: The answers contradict each other by identifying different malls as the largest.",,
gpt-5-1,hotpotqa,5a7a61d355429941d65f25fd,Who directed the movie that Jack Covin played Dr. Ardmore in?,Brian De Palma,Tom Holland,Tom Holland,0,1,"[""What movie did Jack Covin play Dr. Ardmore in?"", ""Who directed '{answer_1}'?""]","{""answer_1"": ""Carrie"", ""answer_2"": ""Brian De Palma""}","answer_1: str = qa_model(""What movie did Jack Covin play Dr. Ardmore in?"")
answer_2: str = qa_model(""Who directed '{answer_1}'?"", answer_1=answer_1)","{
  ""answer_1"": ""Carrie"",
  ""answer_2"": ""Brian De Palma""
}","answer:
Tom Holland","The director of ""Dressed to Kill"", the movie in which Jack Covin played Dr. Ardmore, is Brian De Palma. Answer B contradicts this fact.","equivalent: 0
reasoning: The director of ""Dressed to Kill"", the movie in which Jack Covin played Dr. Ardmore, is Brian De Palma. Answer B contradicts this fact.",,
gpt-5-1,hotpotqa,5a7a791f55429941d65f2669,What was the year founded of the football team that Aaron Galindo is currently a part of?,1983,1917,1928,0,0,"[""What football team is Aaron Galindo currently a part of?"", ""What year was the football team {answer_1} founded?""]","{""answer_1"": ""Santos Laguna"", ""answer_2"": ""1983""}","answer_1: str = qa_model(""What football team is Aaron Galindo currently a part of?"")
answer_2: str = qa_model(""What year was the football team {answer_1} founded?"", answer_1=answer_1)","{
  ""answer_1"": ""Santos Laguna"",
  ""answer_2"": ""1983""
}","answer:
1917","The years provided (1983 and 1917) are different, representing a direct contradiction regarding the founding year.","equivalent: 0
reasoning: The years provided (1983 and 1917) are different, representing a direct contradiction regarding the founding year.",,
gpt-5-1,mintaka,100a940f,"Who was the first president after the war that ended slavery in the U.S., not including the incumbent?",Andrew Johnson,Ulysses S. Grant,Andrew Johnson,1,0,"[""Who was the U.S. president at the end of the American Civil War?"", ""Who was the U.S. president after {answer_1}?""]","{""answer_1"": ""Abraham Lincoln"", ""answer_2"": ""Andrew Johnson""}","answer_1: str = qa_model(""Who was the U.S. president at the end of the American Civil War?"")
answer_2: str = qa_model(""Who was the U.S. president after {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Abraham Lincoln"",
  ""answer_2"": ""Andrew Johnson""
}","answer:
Ulysses S. Grant","The question asks for the first president after the Civil War, excluding Abraham Lincoln. Andrew Johnson was the president immediately following Lincoln. Ulysses S. Grant was the president after Andrew Johnson. The answers refer to different individuals.","equivalent: 0
reasoning: The question asks for the first president after the Civil War, excluding Abraham Lincoln. Andrew Johnson was the president immediately following Lincoln. Ulysses S. Grant was the president after Andrew Johnson. The answers refer to different individuals.",,
gpt-5-1,mintaka,2652ec2b,Which award did the first puzzle game by Fireproof Games win at the British Academy Video Games Awards?,Best British Game,British Game,British Academy Games Award for Best Game,0,0,"[""What was the first puzzle game developed by Fireproof Games?"", ""Which award did '{answer_1}' win at the British Academy Video Games Awards?""]","{""answer_1"": ""The Room"", ""answer_2"": ""Best British Game""}","answer_1: str = qa_model(""What was the first puzzle game developed by Fireproof Games?"")
answer_2: str = qa_model(""Which award did '{answer_1}' win at the British Academy Video Games Awards?"", answer_1=answer_1)","{
  ""answer_1"": ""The Room"",
  ""answer_2"": ""Best British Game""
}","answer:
British Game","The word ""Best"" is a significant part of the award title, making ""Best British Game"" and ""British Game"" distinct awards.","equivalent: 0
reasoning: The word ""Best"" is a significant part of the award title, making ""Best British Game"" and ""British Game"" distinct awards.",,
gpt-5-1,mintaka,286d66d0,Who was the last wife of the main character featured in the Last Samurai?,Katie Holmes,Iwayama Ito,Katie Holmes,1,0,"[""Who is the main character in the movie 'The Last Samurai'?"", ""Who was the last wife of {answer_1}?""]","{""answer_1"": ""Tom Cruise"", ""answer_2"": ""Katie Holmes""}","answer_1: str = qa_model(""Who is the main character in the movie 'The Last Samurai'?"")
answer_2: str = qa_model(""Who was the last wife of {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Tom Cruise"",
  ""answer_2"": ""Katie Holmes""
}","answer:
Iwayama Ito","Answer A refers to the actor's real-life spouse, not a character in the film. Answer B correctly identifies the main character's romantic interest within the film's narrative. The answers provide contradictory information regarding the film's characters.","equivalent: 0
reasoning: Answer A refers to the actor's real-life spouse, not a character in the film. Answer B correctly identifies the main character's romantic interest within the film's narrative. The answers provide contradictory information regarding the film's characters.",,
gpt-5-1,mintaka,304b59eb,Who was the top scorer of the Copa America tournament this year?,Lionel Messi; Luis Díaz,Yamila Rodríguez,"Lionel Messi, Luis Diaz",1,0,"[""What year was the most recent Copa America tournament?"", ""Who was the top scorer of the {answer_1} Copa America?""]","{""answer_1"": ""2021"", ""answer_2"": ""Lionel Messi; Luis D\u00edaz""}","answer_1: str = qa_model(""What year was the most recent Copa America tournament?"")
answer_2: str = qa_model(""Who was the top scorer of the {answer_1} Copa America?"", answer_1=answer_1)","{
  ""answer_1"": ""2021"",
  ""answer_2"": ""Lionel Messi; Luis Díaz""
}","answer:
Yamila Rodríguez","Answer A refers to the joint top scorers of the 2021 Copa América (men's tournament), while Answer B refers to the top scorer of the 2022 Copa América Femenina (women's tournament). These are different individuals from different tournaments in different years, making the facts contradictory.","equivalent: 0
reasoning: Answer A refers to the joint top scorers of the 2021 Copa América (men's tournament), while Answer B refers to the top scorer of the 2022 Copa América Femenina (women's tournament). These are different individuals from different tournaments in different years, making the facts contradictory.",,
gpt-5-1,mintaka,3823137d,What is the name of the dead river that flows through the capital city of India?,Sahibi River,Yamuna River,Yamuna,0,1,"[""What is the capital city of India?"", ""What is the name of the dead river that flows through {answer_1}?""]","{""answer_1"": ""New Delhi"", ""answer_2"": ""Sahibi River""}","answer_1: str = qa_model(""What is the capital city of India?"")
answer_2: str = qa_model(""What is the name of the dead river that flows through {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""New Delhi"",
  ""answer_2"": ""Sahibi River""
}","answer:
Yamuna River","The answers name two different rivers, Sahibi River and Yamuna River, which are distinct entities.","equivalent: 0
reasoning: The answers name two different rivers, Sahibi River and Yamuna River, which are distinct entities.",,
gpt-5-1,mintaka,3b26d221,Who signed the world's smallest country into place?,Benito Mussolini; Pietro Gasparri,Benito Mussolini,Benito Mussolini,1,1,"[""What is the world's smallest country?"", ""Who signed the treaty that established {answer_1}?""]","{""answer_1"": ""Vatican City"", ""answer_2"": ""Benito Mussolini; Pietro Gasparri""}","answer_1: str = qa_model(""What is the world's smallest country?"")
answer_2: str = qa_model(""Who signed the treaty that established {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Vatican City"",
  ""answer_2"": ""Benito Mussolini; Pietro Gasparri""
}","answer:
Benito Mussolini","Answer B is incomplete as it omits Pietro Gasparri, who also signed the Lateran Treaty establishing Vatican City. Answer A provides both signers.","equivalent: 0
reasoning: Answer B is incomplete as it omits Pietro Gasparri, who also signed the Lateran Treaty establishing Vatican City. Answer A provides both signers.",,
gpt-5-1,mintaka,4af81c8c,Which awards was the latest Animal Crossing game nominated for at The Game Awards 2020?,Game of the Year; Best Family Game; Best Multiplayer Game,Game of the Year; Best Family; Best Multiplayer,"Best Family Game, Best Multiplayer Game, Game of the Year",1,1,"[""What is the latest Animal Crossing game?"", ""Which awards was '{answer_1}' nominated for at The Game Awards 2020?""]","{""answer_1"": ""Animal Crossing: New Horizons"", ""answer_2"": ""Game of the Year; Best Family Game; Best Multiplayer Game""}","answer_1: str = qa_model(""What is the latest Animal Crossing game?"")
answer_2: str = qa_model(""Which awards was '{answer_1}' nominated for at The Game Awards 2020?"", answer_1=answer_1)","{
  ""answer_1"": ""Animal Crossing: New Horizons"",
  ""answer_2"": ""Game of the Year; Best Family Game; Best Multiplayer Game""
}","answer:
Game of the Year; Best Family; Best Multiplayer","Answer B omits ""Game"" from ""Best Family Game"" and ""Best Multiplayer Game"", making the award names incomplete and factually different from Answer A.","equivalent: 0
reasoning: Answer B omits ""Game"" from ""Best Family Game"" and ""Best Multiplayer Game"", making the award names incomplete and factually different from Answer A.",,
gpt-5-1,mintaka,4f485cdf,Who is the most popular in the last NBA 2k game?,Devin Booker,Stephen Curry,Kevin Durant,0,0,"[""What is the latest NBA 2k game?"", ""Who is the cover athlete for '{answer_1}'?""]","{""answer_1"": ""NBA 2K23"", ""answer_2"": ""Devin Booker""}","answer_1: str = qa_model(""What is the latest NBA 2k game?"")
answer_2: str = qa_model(""Who is the cover athlete for '{answer_1}'?"", answer_1=answer_1)","{
  ""answer_1"": ""NBA 2K23"",
  ""answer_2"": ""Devin Booker""
}","answer:
Stephen Curry","The answers name two different individuals, Devin Booker and Stephen Curry, which are distinct facts.","equivalent: 0
reasoning: The answers name two different individuals, Devin Booker and Stephen Curry, which are distinct facts.",,
gpt-5-1,mintaka,4f67a88e,The youngest governor is from which state?,Florida,Kogi State,Florida,1,0,"[""Who is the youngest governor?"", ""Which state is {answer_1} the governor of?""]","{""answer_1"": ""Ron DeSantis"", ""answer_2"": ""Florida""}","answer_1: str = qa_model(""Who is the youngest governor?"")
answer_2: str = qa_model(""Which state is {answer_1} the governor of?"", answer_1=answer_1)","{
  ""answer_1"": ""Ron DeSantis"",
  ""answer_2"": ""Florida""
}","answer:
Kogi State","The answers refer to two different states (Florida vs. Kogi State), providing contradictory information.","equivalent: 0
reasoning: The answers refer to two different states (Florida vs. Kogi State), providing contradictory information.",,
gpt-5-1,mintaka,5d940b68,Who is the leader of the country that the United States broke free of in 1776?,George III,Liz Truss,Boris Johnson,0,0,"[""What country did the United States declare independence from in 1776?"", ""Who was the leader of {answer_1} in 1776?""]","{""answer_1"": ""Kingdom of Great Britain"", ""answer_2"": ""George III""}","answer_1: str = qa_model(""What country did the United States declare independence from in 1776?"")
answer_2: str = qa_model(""Who was the leader of {answer_1} in 1776?"", answer_1=answer_1)","{
  ""answer_1"": ""Kingdom of Great Britain"",
  ""answer_2"": ""George III""
}","answer:
Liz Truss","Answer A correctly identifies George III as the leader of Great Britain in 1776. Answer B, Liz Truss, was a Prime Minister in the 21st century, which is a factual contradiction.","equivalent: 0
reasoning: Answer A correctly identifies George III as the leader of Great Britain in 1776. Answer B, Liz Truss, was a Prime Minister in the 21st century, which is a factual contradiction.",,
