model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_correct,open_correct,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response,label_cause,label_notes
google-gemini-2-5-pro,hotpotqa,5ab1c5cb554299722f9b4c61,Who represents the district that Gawthorpe is in?,Imran Ahmad Khan,Antony Higginbotham,Julie Cooper,0,0,"[""In which district is Gawthorpe located?"", ""Who represents the {answer_1} district?""]","{""answer_1"": ""Wakefield"", ""answer_2"": ""Imran Ahmad Khan""}","answer_1: str = qa_model(""In which district is Gawthorpe located?"")
answer_2: str = qa_model(""Who represents the {answer_1} district?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Wakefield"",
  ""answer_2"": ""Imran Ahmad Khan""
}
```",Antony Higginbotham,"The answers provide different names for the representative, which are distinct individuals. Imran Ahmad Khan was a former MP for Wakefield (where Gawthorpe is located), while Antony Higginbotham is the MP for Burnley.","equivalent: 0
reasoning: The answers provide different names for the representative, which are distinct individuals. Imran Ahmad Khan was a former MP for Wakefield (where Gawthorpe is located), while Antony Higginbotham is the MP for Burnley.",,
google-gemini-2-5-pro,hotpotqa,5ab30bbb55429976abd1bc39,"Prince William, Duke of Gloucester and Prince George of Denmark, were eventually monarchs of which Kingdom?",Kingdom of Great Britain,Neither became a monarch,Great Britain,1,0,"[""Who was the wife of Prince George of Denmark and mother of Prince William, Duke of Gloucester?"", ""Which kingdom was {answer_1} the monarch of?""]","{""answer_1"": ""Queen Anne"", ""answer_2"": ""Kingdom of Great Britain""}","answer_1: str = qa_model(""Who was the wife of Prince George of Denmark and mother of Prince William, Duke of Gloucester?"")
answer_2: str = qa_model(""Which kingdom was {answer_1} the monarch of?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Queen Anne"",
  ""answer_2"": ""Kingdom of Great Britain""
}
```",Neither became a monarch,"Answer A claims they became monarchs of the Kingdom of Great Britain, which is incorrect. Answer B correctly states that neither became a monarch, directly contradicting Answer A.","equivalent: 0
reasoning: Answer A claims they became monarchs of the Kingdom of Great Britain, which is incorrect. Answer B correctly states that neither became a monarch, directly contradicting Answer A.",,
google-gemini-2-5-pro,hotpotqa,5ab433675542991751b4d6e6,Where does Lance Stephenson of the Indiana Pacers basketball team play his home games?,Liaoning Gymnasium,Bankers Life Fieldhouse,Bankers Life Fieldhouse,0,1,"[""What basketball team does Lance Stephenson play for?"", ""Where does the {answer_1} play their home games?""]","{""answer_1"": ""Liaoning Flying Leopards"", ""answer_2"": ""Liaoning Gymnasium""}","answer_1: str = qa_model(""What basketball team does Lance Stephenson play for?"")
answer_2: str = qa_model(""Where does the {answer_1} play their home games?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Liaoning Flying Leopards"",
  ""answer_2"": ""Liaoning Gymnasium""
}
```","answer:
Bankers Life Fieldhouse","The answers provide different venues for the home games, Liaoning Gymnasium vs. Bankers Life Fieldhouse, which are distinct locations.","equivalent: 0
reasoning: The answers provide different venues for the home games, Liaoning Gymnasium vs. Bankers Life Fieldhouse, which are distinct locations.",,
google-gemini-2-5-pro,hotpotqa,5ab466f95542996a3a969f7d,"A studio album by I Killed the Prom Queen reached the top 30 in ARIA Albums Chart, on what date was that album released?",2014-02-14,2006-08-01,31 July 2006.,0,0,"[""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"", ""What is the release date of {answer_1}?""]","{""answer_1"": ""Beloved"", ""answer_2"": ""2014-02-14""}","answer_1: str = qa_model(""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"")
answer_2: str = qa_model(""What is the release date of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Beloved"",
  ""answer_2"": ""2014-02-14""
}
```",2006-08-01,"The dates provided are different, and calendar dates must match exactly.","equivalent: 0
reasoning: The dates provided are different, and calendar dates must match exactly.",,
google-gemini-2-5-pro,hotpotqa,5ab54b5c5542992aa134a298,What was the event that Afghanistan competed in for the first time in 2017 officially known as?,Invictus Games Toronto 2017,2017 Bandy World Championship,the 23rd Summer Deaflympics,0,0,"[""What event did Afghanistan compete in for the first time in 2017?"", ""What was {answer_1} officially known as?""]","{""answer_1"": ""Invictus Games"", ""answer_2"": ""Invictus Games Toronto 2017""}","answer_1: str = qa_model(""What event did Afghanistan compete in for the first time in 2017?"")
answer_2: str = qa_model(""What was {answer_1} officially known as?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Invictus Games"",
  ""answer_2"": ""Invictus Games Toronto 2017""
}
```",2017 Bandy World Championship,The two answers refer to completely different events.,"equivalent: 0
reasoning: The two answers refer to completely different events.",,
google-gemini-2-5-pro,hotpotqa,5ab55478554299488d4d993d,The President of Egypt that changed the Hamayouni Decree was born in what year?,1918,1954,1928,0,0,"[""Which President of Egypt changed the Hamayouni Decree?"", ""In what year was {answer_1} born?""]","{""answer_1"": ""Gamal Abdel Nasser"", ""answer_2"": ""1918""}","answer_1: str = qa_model(""Which President of Egypt changed the Hamayouni Decree?"")
answer_2: str = qa_model(""In what year was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Gamal Abdel Nasser"",
  ""answer_2"": ""1918""
}
```",1954,Calendar years must match exactly; 1918 is not equal to 1954.,"equivalent: 0
reasoning: Calendar years must match exactly; 1918 is not equal to 1954.",,
google-gemini-2-5-pro,hotpotqa,5ab5afd8554299637185c5db,"In 2006 ""Strictly Dance Fever"" promoted a modern afro-Cuban partner dance derived from the works of which composer?",Arsenio Rodríguez,Orishas,Enrique Jorrin,0,0,"[""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"", ""Which composer's works is {answer_1} derived from?""]","{""answer_1"": ""Salsa"", ""answer_2"": ""Arsenio Rodr\u00edguez""}","answer_1: str = qa_model(""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"")
answer_2: str = qa_model(""Which composer's works is {answer_1} derived from?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Salsa"",
  ""answer_2"": ""Arsenio Rodríguez""
}
```",Orishas,"Answer A identifies Arsenio Rodríguez as the composer, while Answer B identifies Orishas, which is a different entity (a hip hop group). These are contradictory facts.","equivalent: 0
reasoning: Answer A identifies Arsenio Rodríguez as the composer, while Answer B identifies Orishas, which is a different entity (a hip hop group). These are contradictory facts.",,
google-gemini-2-5-pro,hotpotqa,5ab5faeb554299637185c657,What month was the female cast member of the King of the mountain born?,April,November,August,0,0,"[""Who is the female cast member in the movie King of the mountain?"", ""What month was {answer_1} born?""]","{""answer_1"": ""Mar\u00eda Valverde"", ""answer_2"": ""April""}","answer_1: str = qa_model(""Who is the female cast member in the movie King of the mountain?"")
answer_2: str = qa_model(""What month was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""María Valverde"",
  ""answer_2"": ""April""
}
```",November,"The months provided, April and November, are different, leading to a contradiction.","equivalent: 0
reasoning: The months provided, April and November, are different, leading to a contradiction.",,
google-gemini-2-5-pro,hotpotqa,5ab6ad2855429953192ad35e,"The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk, goes by what alias?",The Observer,The Man,The Fantastic The,0,0,"[""What is the name of the rock band from Portland, Oregon with members John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk?"", ""Who is the lead singer and guitarist for {answer_1}?"", ""What alias does {answer_2} go by?""]","{""answer_1"": ""Portugal. The Man"", ""answer_2"": ""John Gourley"", ""answer_3"": ""The Observer""}","answer_1: str = qa_model(""What is the name of the rock band from Portland, Oregon with members John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk?"")
answer_2: str = qa_model(""Who is the lead singer and guitarist for {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What alias does {answer_2} go by?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Portugal. The Man"",
  ""answer_2"": ""John Gourley"",
  ""answer_3"": ""The Observer""
}
```",The Man,"The aliases ""The Observer"" and ""The Man"" are distinct and contradictory.","equivalent: 0
reasoning: The aliases ""The Observer"" and ""The Man"" are distinct and contradictory.",,
google-gemini-2-5-pro,hotpotqa,5ab91bc0554299753720f6fc,"When did a paramilitary offshoot of the IRA start carrying ut bombings, after splitting from the Real IRA?",2010,2009-11-20,2009,0,1,"[""What paramilitary group split from the Real IRA?"", ""When did {answer_1} start carrying out bombings?""]","{""answer_1"": ""\u00d3glaigh na h\u00c9ireann"", ""answer_2"": ""2010""}","answer_1: str = qa_model(""What paramilitary group split from the Real IRA?"")
answer_2: str = qa_model(""When did {answer_1} start carrying out bombings?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Óglaigh na hÉireann"",
  ""answer_2"": ""2010""
}
```",2009-11-20,Calendar dates/years must match exactly; 2010 is not 2009.,"equivalent: 0
reasoning: Calendar dates/years must match exactly; 2010 is not 2009.",,
google-gemini-2-5-pro,hotpotqa,5abd40585542993062266c3e,West Ridge and the ridge that has IndependenceAvenue/Liberation Avenue as its eastern boundary are separated by what road? ,Independence Avenue,Castle Road,Castle Road,0,1,"[""Which ridge has Independence Avenue/Liberation Avenue as its eastern boundary?"", ""What road separates West Ridge and {answer_1}?""]","{""answer_1"": ""West Ridge"", ""answer_2"": ""Independence Avenue""}","answer_1: str = qa_model(""Which ridge has Independence Avenue/Liberation Avenue as its eastern boundary?"")
answer_2: str = qa_model(""What road separates West Ridge and {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""West Ridge"",
  ""answer_2"": ""Independence Avenue""
}
```",Castle Road,"The answers provide different road names, ""Independence Avenue"" and ""Castle Road"", which is a direct contradiction.","equivalent: 0
reasoning: The answers provide different road names, ""Independence Avenue"" and ""Castle Road"", which is a direct contradiction.",,
google-gemini-2-5-pro,hotpotqa,5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Cage,El-P,Jaime Meline,0,1,"[""Who made guest appearances on the album 'Fast Cars, Danger, Fire and Knives'?"", ""Which of the following is a hip hop record executive: {answer_1}?""]","{""answer_1"": ""Camu Tao; Cage"", ""answer_2"": ""Cage""}","answer_1: str = qa_model(""Who made guest appearances on the album 'Fast Cars, Danger, Fire and Knives'?"")
answer_2: str = qa_model(""Which of the following is a hip hop record executive: {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Camu Tao; Cage"",
  ""answer_2"": ""Cage""
}
```",El-P,"The names ""Cage"" and ""El-P"" refer to different individuals, creating a direct contradiction.","equivalent: 0
reasoning: The names ""Cage"" and ""El-P"" refer to different individuals, creating a direct contradiction.",,
google-gemini-2-5-pro,hotpotqa,5abdbeed5542993062266cdd,"The airline operating in Whitehorse, Yukon handled how many passengers in 2012?",235000,"270,186","294,000",0,0,"[""What is the main airline operating in Whitehorse, Yukon?"", ""How many passengers did {answer_1} handle in 2012?""]","{""answer_1"": ""Air North"", ""answer_2"": ""235000""}","answer_1: str = qa_model(""What is the main airline operating in Whitehorse, Yukon?"")
answer_2: str = qa_model(""How many passengers did {answer_1} handle in 2012?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Air North"",
  ""answer_2"": ""235000""
}
```","270,186","The numerical values 235,000 and 270,186 differ by more than the allowed 5.5% tolerance for numerical expressions.","equivalent: 0
reasoning: The numerical values 235,000 and 270,186 differ by more than the allowed 5.5% tolerance for numerical expressions.",,
google-gemini-2-5-pro,hotpotqa,5abe249155429976d4830a7e, Ida Roland was born in a municipality  that lies on the shores of which lake ?,Alte Donau,Lake Geneva,Lake Geneva,0,1,"[""Where was Ida Roland born?"", ""Which lake lies on the shores of {answer_1}?""]","{""answer_1"": ""Vienna"", ""answer_2"": ""Alte Donau""}","answer_1: str = qa_model(""Where was Ida Roland born?"")
answer_2: str = qa_model(""Which lake lies on the shores of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Vienna"",
  ""answer_2"": ""Alte Donau""
}
```",Lake Geneva,"The answers refer to two different bodies of water (Alte Donau in Vienna vs. Lake Geneva in Switzerland/France), creating a contradiction.","equivalent: 0
reasoning: The answers refer to two different bodies of water (Alte Donau in Vienna vs. Lake Geneva in Switzerland/France), creating a contradiction.",,
google-gemini-2-5-pro,hotpotqa,5abeed7e5542993fe9a41da0,What is the birth date of the coach of the 2014-15 Michigan Wolverines men's basketball team?,1953-02-05,1953-10-05,"February 5, 1953",1,0,"[""Who was the coach of the 2014-15 Michigan Wolverines men's basketball team?"", ""What is the birth date of {answer_1}?""]","{""answer_1"": ""John Beilein"", ""answer_2"": ""1953-02-05""}","answer_1: str = qa_model(""Who was the coach of the 2014-15 Michigan Wolverines men's basketball team?"")
answer_2: str = qa_model(""What is the birth date of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John Beilein"",
  ""answer_2"": ""1953-02-05""
}
```",1953-10-05,The months in the birth dates contradict (February vs October). Calendar dates must match exactly.,"equivalent: 0
reasoning: The months in the birth dates contradict (February vs October). Calendar dates must match exactly.",,
google-gemini-2-5-pro,hotpotqa,5abf1a6d5542990832d3a122,"What should you do to show respect when walking the trail Oahu trial that leads to a 150 foot waterfall, on the night of Kane, Ku, Lono, or Kanaloa at sunset and just before the sunrises?",The trail is closed to the public.,Walk the trail in silence.,lie face down,-1,0,"[""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"", ""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?""]","{""answer_1"": ""M\u0101noa Falls Trail"", ""answer_2"": ""The trail is closed to the public.""}","answer_1: str = qa_model(""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"")
answer_2: str = qa_model(""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Mānoa Falls Trail"",
  ""answer_2"": ""The trail is closed to the public.""
}
```",Walk the trail in silence.,"Answer A states the trail is closed, implying one should not be on it. Answer B suggests an action to take while on the trail. These are different facts and imply different primary actions.","equivalent: 0
reasoning: Answer A states the trail is closed, implying one should not be on it. Answer B suggests an action to take while on the trail. These are different facts and imply different primary actions.",,
google-gemini-2-5-pro,hotpotqa,5abf27285542997719eab678,When was the maternal uncle of Popiel I died who was the notable author of Latin prose?,1223-03-08,0079-08-24,15 March 44 BC,0,0,"[""Who was the maternal uncle of Popiel I who was a notable author of Latin prose?"", ""When did {answer_1} die?""]","{""answer_1"": ""Wincenty Kad\u0142ubek"", ""answer_2"": ""1223-03-08""}","answer_1: str = qa_model(""Who was the maternal uncle of Popiel I who was a notable author of Latin prose?"")
answer_2: str = qa_model(""When did {answer_1} die?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Wincenty Kadłubek"",
  ""answer_2"": ""1223-03-08""
}
```",0079-08-24,The calendar dates provided are different and must match exactly according to Rule 2.,"equivalent: 0
reasoning: The calendar dates provided are different and must match exactly according to Rule 2.",,
google-gemini-2-5-pro,hotpotqa,5abfd0505542993fe9a41e81,What company is associated with the UK but also was founded in the US?,None,Aon plc,Pentair,0,0,"[""Name a company that is associated with the UK."", ""Which of these companies was founded in the US: {answer_1}?""]","{""answer_1"": ""BP"", ""answer_2"": ""None""}","answer_1: str = qa_model(""Name a company that is associated with the UK."")
answer_2: str = qa_model(""Which of these companies was founded in the US: {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""BP"",
  ""answer_2"": ""None""
}
```",Aon plc,"Answer A states there is no such company, while Answer B provides a specific company, creating a direct contradiction.","equivalent: 0
reasoning: Answer A states there is no such company, while Answer B provides a specific company, creating a direct contradiction.",,
google-gemini-2-5-pro,hotpotqa,5ac1b7495542994ab5c67dd9,What genre of music is the solo artist that contributed to Real Damage a variant of?,Latin pop; Reggaeton,K-pop,synth-pop,0,0,"[""Which solo artist contributed to the music group Real Damage?"", ""What is the music genre of {answer_1}?""]","{""answer_1"": ""Becky G"", ""answer_2"": ""Latin pop; Reggaeton""}","answer_1: str = qa_model(""Which solo artist contributed to the music group Real Damage?"")
answer_2: str = qa_model(""What is the music genre of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Becky G"",
  ""answer_2"": ""Latin pop; Reggaeton""
}
```",K-pop,"The genres listed in Answer A (Latin pop, Reggaeton) contradict the genre listed in Answer B (K-pop).","equivalent: 0
reasoning: The genres listed in Answer A (Latin pop, Reggaeton) contradict the genre listed in Answer B (K-pop).",,
google-gemini-2-5-pro,hotpotqa,5ac1bfd85542994ab5c67dfb,"How many German scientists, engineers, and technicians, were recruited in post-Nazi Germany as a result of the clandestine operation where Arthur Rudolph became one of the main developers of the U.S. ?space program","More than 1,600","1,600","more than 1,600",1,0,"[""What was the clandestine operation in which Arthur Rudolph was recruited to the U.S. space program?"", ""How many German scientists, engineers, and technicians were recruited as part of {answer_1}?""]","{""answer_1"": ""Operation Paperclip"", ""answer_2"": ""More than 1,600""}","answer_1: str = qa_model(""What was the clandestine operation in which Arthur Rudolph was recruited to the U.S. space program?"")
answer_2: str = qa_model(""How many German scientists, engineers, and technicians were recruited as part of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Operation Paperclip"",
  ""answer_2"": ""More than 1,600""
}
```","1,600","""More than 1,600"" explicitly excludes the number 1,600, while ""1,600"" states the exact number. These are distinct numerical assertions and not covered by the numeric tolerance rule for small differences.","equivalent: 0
reasoning: ""More than 1,600"" explicitly excludes the number 1,600, while ""1,600"" states the exact number. These are distinct numerical assertions and not covered by the numeric tolerance rule for small differences.",,
google-gemini-2-5-pro,hotpotqa,5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,Greg Serrano,No such band exists.,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",0,0,"[""Which American heavy metal band wrote the music for 'Hurt Locker The Musical'?"", ""Who are the current members of the band {answer_1}?""]","{""answer_1"": ""Electric Mesa"", ""answer_2"": ""Greg Serrano""}","answer_1: str = qa_model(""Which American heavy metal band wrote the music for 'Hurt Locker The Musical'?"")
answer_2: str = qa_model(""Who are the current members of the band {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Electric Mesa"",
  ""answer_2"": ""Greg Serrano""
}
```",No such band exists.,"Answer A provides a name, implying the band exists, while Answer B explicitly states that no such band exists, creating a direct contradiction.","equivalent: 0
reasoning: Answer A provides a name, implying the band exists, while Answer B explicitly states that no such band exists, creating a direct contradiction.",,
google-gemini-2-5-pro,hotpotqa,5ac2ee675542990b17b154be,Norbert Holm was arrested and later demoted because of his Chief of Operations association with a military theorist popularly known as what?,John Boyd,The Boss,the Desert Fox,0,0,"[""Who was Norbert Holm's Chief of Operations?"", ""What is the popular name of the military theorist with whom {answer_1} was associated?""]","{""answer_1"": ""John Boyd"", ""answer_2"": ""John Boyd""}","answer_1: str = qa_model(""Who was Norbert Holm's Chief of Operations?"")
answer_2: str = qa_model(""What is the popular name of the military theorist with whom {answer_1} was associated?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John Boyd"",
  ""answer_2"": ""John Boyd""
}
```",The Boss,"The answers provide different names for the military theorist, ""John Boyd"" vs ""The Boss"", which is a contradiction.","equivalent: 0
reasoning: The answers provide different names for the military theorist, ""John Boyd"" vs ""The Boss"", which is a contradiction.",,
google-gemini-2-5-pro,hotpotqa,5ac5247c55429924173fb602,"""Apocalypic"" is a song sung by Lizzy Hale from which group? ",Cigarettes After Sex,Halestorm,Halestorm,0,1,"[""Who sings the song 'Apocalypic'?"", ""What group is {answer_1} from?""]","{""answer_1"": ""Cigarettes After Sex"", ""answer_2"": ""Cigarettes After Sex""}","answer_1: str = qa_model(""Who sings the song 'Apocalypic'?"")
answer_2: str = qa_model(""What group is {answer_1} from?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Cigarettes After Sex"",
  ""answer_2"": ""Cigarettes After Sex""
}
```",Halestorm,"The answers name two different musical groups, which is a direct contradiction. Lizzy Hale is the lead singer of Halestorm, not Cigarettes After Sex.","equivalent: 0
reasoning: The answers name two different musical groups, which is a direct contradiction. Lizzy Hale is the lead singer of Halestorm, not Cigarettes After Sex.",,
google-gemini-2-5-pro,hotpotqa,5adc89435542994d58a2f639,Which video game producers worked with an English film director to produce a film about sports?,Kazunori Yamauchi; Asad Qizilbash,Midway Games,Rockstar Games,0,0,"[""Which film about sports was produced in collaboration with an English film director?"", ""Which video game producers worked on the film {answer_1}?""]","{""answer_1"": ""Gran Turismo"", ""answer_2"": ""Kazunori Yamauchi; Asad Qizilbash""}","answer_1: str = qa_model(""Which film about sports was produced in collaboration with an English film director?"")
answer_2: str = qa_model(""Which video game producers worked on the film {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Gran Turismo"",
  ""answer_2"": ""Kazunori Yamauchi; Asad Qizilbash""
}
```",Midway Games,"Answer A lists two individual producers, while Answer B lists a video game company. These are different entities and not equivalent.","equivalent: 0
reasoning: Answer A lists two individual producers, while Answer B lists a video game company. These are different entities and not equivalent.",,
google-gemini-2-5-pro,hotpotqa,5adccafb5542992c1e3a2401,Who chaired the ceremony in which the film written by Canet and Philippe Lefebvre won the award for Best Film?,Claude Brasseur,Nathalie Baye,Isabelle Mergault,0,0,"[""Which film was written by Canet and Philippe Lefebvre?"", ""In which ceremony did the film {answer_1} win the award for Best Film?"", ""Who chaired the {answer_2}?""]","{""answer_1"": ""Tell No One"", ""answer_2"": ""C\u00e9sar Awards"", ""answer_3"": ""Claude Brasseur""}","answer_1: str = qa_model(""Which film was written by Canet and Philippe Lefebvre?"")
answer_2: str = qa_model(""In which ceremony did the film {answer_1} win the award for Best Film?"", answer_1=answer_1)
answer_3: str = qa_model(""Who chaired the {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Tell No One"",
  ""answer_2"": ""César Awards"",
  ""answer_3"": ""Claude Brasseur""
}
```",Nathalie Baye,"The answers provide different names for the person who chaired the ceremony, which is a direct contradiction.","equivalent: 0
reasoning: The answers provide different names for the person who chaired the ceremony, which is a direct contradiction.",,
google-gemini-2-5-pro,hotpotqa,5add67b05542995b365fab2a,What nationality was a  historical drama film directed by?,American,Unspecified,Argentine,0,0,"[""What is an example of a historical drama film?"", ""Who directed the film {answer_1}?"", ""What is the nationality of {answer_2}?""]","{""answer_1"": ""Schindler's List"", ""answer_2"": ""Steven Spielberg"", ""answer_3"": ""American""}","answer_1: str = qa_model(""What is an example of a historical drama film?"")
answer_2: str = qa_model(""Who directed the film {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the nationality of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Schindler's List"",
  ""answer_2"": ""Steven Spielberg"",
  ""answer_3"": ""American""
}
```",Unspecified,"Answer A provides a specific nationality, while Answer B states that the nationality is unspecified, which is a direct contradiction.","equivalent: 0
reasoning: Answer A provides a specific nationality, while Answer B states that the nationality is unspecified, which is a direct contradiction.",,
google-gemini-2-5-pro,hotpotqa,5ade8f5e55429975fa854f11,"What is the name of the movie in which Edwin Brown plays a man that executed at least 400 people, including William Joyce and John Amery?",Let Him Have It,10 Rillington Place,10 Rillington Place,0,1,"[""Who executed William Joyce and John Amery?"", ""In which movie did Edwin Brown play {answer_1}?""]","{""answer_1"": ""Albert Pierrepoint"", ""answer_2"": ""Let Him Have It""}","answer_1: str = qa_model(""Who executed William Joyce and John Amery?"")
answer_2: str = qa_model(""In which movie did Edwin Brown play {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Albert Pierrepoint"",
  ""answer_2"": ""Let Him Have It""
}
```","answer:
10 Rillington Place","The two answers refer to different movies. ""Let Him Have It"" is a different film from ""10 Rillington Place"".","equivalent: 0
reasoning: The two answers refer to different movies. ""Let Him Have It"" is a different film from ""10 Rillington Place"".",,
google-gemini-2-5-pro,hotpotqa,5adf1bf75542993344016bd9,"Canton Road Station was a planned railway station on the Kowloon Southern Link of West Rail Line, that was to run beneath a large shopping mall located where?","Tsim Sha Tsui, Kowloon, Hong Kong",Harbour City,"Tsim Sha Tsui, Hong Kong",1,0,"[""What is the name of the large shopping mall that Canton Road Station was planned to run beneath?"", ""Where is {answer_1} located?""]","{""answer_1"": ""Harbour City"", ""answer_2"": ""Tsim Sha Tsui, Kowloon, Hong Kong""}","answer_1: str = qa_model(""What is the name of the large shopping mall that Canton Road Station was planned to run beneath?"")
answer_2: str = qa_model(""Where is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Harbour City"",
  ""answer_2"": ""Tsim Sha Tsui, Kowloon, Hong Kong""
}
```","answer:
Harbour City","Answer A provides the geographical location (Tsim Sha Tsui, Kowloon, Hong Kong) where the mall is located, directly answering ""located where?"". Answer B provides the name of the shopping mall (Harbour City), not its geographical location.","equivalent: 0
reasoning: Answer A provides the geographical location (Tsim Sha Tsui, Kowloon, Hong Kong) where the mall is located, directly answering ""located where?"". Answer B provides the name of the shopping mall (Harbour City), not its geographical location.",,
google-gemini-2-5-pro,hotpotqa,5adf698f5542993a75d264e2,Who directed a film that included Sarah Manninen?,Martha Coolidge,James Mark,Martha Coolidge,1,0,"[""Which film included Sarah Manninen?"", ""Who directed the film {answer_1}?""]","{""answer_1"": ""The Prince & Me"", ""answer_2"": ""Martha Coolidge""}","answer_1: str = qa_model(""Which film included Sarah Manninen?"")
answer_2: str = qa_model(""Who directed the film {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Prince & Me"",
  ""answer_2"": ""Martha Coolidge""
}
```",James Mark,"The answers provide different names for the director, which are distinct facts.","equivalent: 0
reasoning: The answers provide different names for the director, which are distinct facts.",,
google-gemini-2-5-pro,hotpotqa,5ae0fa8b5542997b2ef7d0c6,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",Ivy Hall,Pink Palace,Lullwater Estate,0,0,"[""Who was the 41st Mayor of Atlanta, Georgia?"", ""What is the name of the Atlanta Mansion built for the daughter of {answer_1}?"", ""What is the current name of {answer_2}?""]","{""answer_1"": ""Edward C. Peters"", ""answer_2"": ""Edward C. Peters House"", ""answer_3"": ""Ivy Hall""}","answer_1: str = qa_model(""Who was the 41st Mayor of Atlanta, Georgia?"")
answer_2: str = qa_model(""What is the name of the Atlanta Mansion built for the daughter of {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the current name of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Edward C. Peters"",
  ""answer_2"": ""Edward C. Peters House"",
  ""answer_3"": ""Ivy Hall""
}
```",Pink Palace,"The two answers provide different names for the mansion, which is a direct contradiction.","equivalent: 0
reasoning: The two answers provide different names for the mansion, which is a direct contradiction.",,
google-gemini-2-5-pro,hotpotqa,5ae195595542997b2ef7d206,"From which school of the Mount Vernon City School District was teacher fired, causing the school district to receive national attention?",Mount Vernon Middle School,Mount Vernon High School,Mount Vernon Middle School,1,0,"[""Which teacher's firing caused the Mount Vernon City School District to receive national attention?"", ""From which school was {answer_1} fired?""]","{""answer_1"": ""John Freshwater"", ""answer_2"": ""Mount Vernon Middle School""}","answer_1: str = qa_model(""Which teacher's firing caused the Mount Vernon City School District to receive national attention?"")
answer_2: str = qa_model(""From which school was {answer_1} fired?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John Freshwater"",
  ""answer_2"": ""Mount Vernon Middle School""
}
```",Mount Vernon High School,"The answers name different schools (Middle School vs. High School), which is a direct contradiction.","equivalent: 0
reasoning: The answers name different schools (Middle School vs. High School), which is a direct contradiction.",,
