model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
gpt-5-1,hotpotqa,5ae5301f5542990ba0bbb1f4,"In what year was the fairy tale of which the plot of ""Tears Were Falling"" can be viewed as a modern interpretation first published?",1837,1844,1844,"[""What fairy tale is 'Tears Were Falling' a modern interpretation of?"", ""In what year was '{answer_1}' first published?""]","{""answer_1"": ""The Little Mermaid"", ""answer_2"": ""1837""}","answer_1: str = qa_model(""What fairy tale is 'Tears Were Falling' a modern interpretation of?"")
answer_2: str = qa_model(""In what year was '{answer_1}' first published?"", answer_1=answer_1)","{
  ""answer_1"": ""The Little Mermaid"",
  ""answer_2"": ""1837""
}","answer:
1844",The years 1837 and 1844 are different; calendar dates/years must match exactly.,"equivalent: 0
reasoning: The years 1837 and 1844 are different; calendar dates/years must match exactly."
google-gemini-2-5-pro,hotpotqa,5a8fae775542992414482b3b,What all female high school is located in a town in Sunyani West District  in the Brong-Ahafo Region of Ghana?,Odumaseman Senior High School,Notre Dame Girls' Senior High School,Notre Dame High School,"[""What is the capital of the Sunyani West District?"", ""What all female high school is located in {answer_1}?""]","{""answer_1"": ""Odumase"", ""answer_2"": ""Odumaseman Senior High School""}","answer_1: str = qa_model(""What is the capital of the Sunyani West District?"")
answer_2: str = qa_model(""What all female high school is located in {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Odumase"",
  ""answer_2"": ""Odumaseman Senior High School""
}
```",Notre Dame Girls' Senior High School,"The answers refer to different schools. Answer A is a mixed-gender school, while Answer B is an all-female school, which is specified in the question.","equivalent: 0
reasoning: The answers refer to different schools. Answer A is a mixed-gender school, while Answer B is an all-female school, which is specified in the question."
google-gemini-2-5-pro,hotpotqa,5adf698f5542993a75d264e2,Who directed a film that included Sarah Manninen?,Martha Coolidge,James Mark,Martha Coolidge,"[""Which film included Sarah Manninen?"", ""Who directed the film {answer_1}?""]","{""answer_1"": ""The Prince & Me"", ""answer_2"": ""Martha Coolidge""}","answer_1: str = qa_model(""Which film included Sarah Manninen?"")
answer_2: str = qa_model(""Who directed the film {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Prince & Me"",
  ""answer_2"": ""Martha Coolidge""
}
```",James Mark,"The answers provide different names for the director, which are distinct facts.","equivalent: 0
reasoning: The answers provide different names for the director, which are distinct facts."
google-gemini-2-5-pro,hotpotqa,5ac1bfd85542994ab5c67dfb,"How many German scientists, engineers, and technicians, were recruited in post-Nazi Germany as a result of the clandestine operation where Arthur Rudolph became one of the main developers of the U.S. ?space program","More than 1,600","1,600","more than 1,600","[""What was the clandestine operation in which Arthur Rudolph was recruited to the U.S. space program?"", ""How many German scientists, engineers, and technicians were recruited as part of {answer_1}?""]","{""answer_1"": ""Operation Paperclip"", ""answer_2"": ""More than 1,600""}","answer_1: str = qa_model(""What was the clandestine operation in which Arthur Rudolph was recruited to the U.S. space program?"")
answer_2: str = qa_model(""How many German scientists, engineers, and technicians were recruited as part of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Operation Paperclip"",
  ""answer_2"": ""More than 1,600""
}
```","1,600","""More than 1,600"" explicitly excludes the number 1,600, while ""1,600"" states the exact number. These are distinct numerical assertions and not covered by the numeric tolerance rule for small differences.","equivalent: 0
reasoning: ""More than 1,600"" explicitly excludes the number 1,600, while ""1,600"" states the exact number. These are distinct numerical assertions and not covered by the numeric tolerance rule for small differences."
google-gemini-2-5-pro,hotpotqa,5a804fc45542992bc0c4a6f0,Close to the Enemy starred the English actor known as Ash Morgan in what BBC series?,Casualty,Cuffs,Hustle,"[""Which English actor is known for playing Ash Morgan?"", ""In what BBC series did {answer_1} play Ash Morgan?""]","{""answer_1"": ""Charles Venn"", ""answer_2"": ""Casualty""}","answer_1: str = qa_model(""Which English actor is known for playing Ash Morgan?"")
answer_2: str = qa_model(""In what BBC series did {answer_1} play Ash Morgan?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Charles Venn"",
  ""answer_2"": ""Casualty""
}
```",Cuffs,The two answers refer to different BBC series.,"equivalent: 0
reasoning: The two answers refer to different BBC series."
google-gemini-2-5-pro,hotpotqa,5a7fa11e5542995d8a8dded4,"Who founded the college attended by Thomas Balston, member of the Whatman paper-making family?",William of Wykeham,Henry VI,William of Wykeham,"[""Which college did Thomas Balston attend?"", ""Who founded {answer_1}?""]","{""answer_1"": ""New College, Oxford"", ""answer_2"": ""William of Wykeham""}","answer_1: str = qa_model(""Which college did Thomas Balston attend?"")
answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""New College, Oxford"",
  ""answer_2"": ""William of Wykeham""
}
```","answer:
Henry VI","The answers contradict each other regarding the founder of the college. William of Wykeham founded New College, Oxford, which Thomas Balston attended. Henry VI founded King's College, Cambridge.","equivalent: 0
reasoning: The answers contradict each other regarding the founder of the college. William of Wykeham founded New College, Oxford, which Thomas Balston attended. Henry VI founded King's College, Cambridge."
google-gemini-2-5-pro,hotpotqa,5adf1bf75542993344016bd9,"Canton Road Station was a planned railway station on the Kowloon Southern Link of West Rail Line, that was to run beneath a large shopping mall located where?","Tsim Sha Tsui, Kowloon, Hong Kong",Harbour City,"Tsim Sha Tsui, Hong Kong","[""What is the name of the large shopping mall that Canton Road Station was planned to run beneath?"", ""Where is {answer_1} located?""]","{""answer_1"": ""Harbour City"", ""answer_2"": ""Tsim Sha Tsui, Kowloon, Hong Kong""}","answer_1: str = qa_model(""What is the name of the large shopping mall that Canton Road Station was planned to run beneath?"")
answer_2: str = qa_model(""Where is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Harbour City"",
  ""answer_2"": ""Tsim Sha Tsui, Kowloon, Hong Kong""
}
```","answer:
Harbour City","Answer A provides the geographical location (Tsim Sha Tsui, Kowloon, Hong Kong) where the mall is located, directly answering ""located where?"". Answer B provides the name of the shopping mall (Harbour City), not its geographical location.","equivalent: 0
reasoning: Answer A provides the geographical location (Tsim Sha Tsui, Kowloon, Hong Kong) where the mall is located, directly answering ""located where?"". Answer B provides the name of the shopping mall (Harbour City), not its geographical location."
google-gemini-2-5-pro,hotpotqa,5a76353d5542994ccc918715,When was the artist who did the cover art of The Savage Frontier born?,1958-10-22,1948-08-05,"August 5, 1948","[""Who did the cover art for 'The Savage Frontier'?"", ""When was {answer_1} born?""]","{""answer_1"": ""Keith Parkinson"", ""answer_2"": ""1958-10-22""}","answer_1: str = qa_model(""Who did the cover art for 'The Savage Frontier'?"")
answer_2: str = qa_model(""When was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Keith Parkinson"",
  ""answer_2"": ""1958-10-22""
}
```",1948-08-05,The birth dates provided are different and calendar dates must match exactly.,"equivalent: 0
reasoning: The birth dates provided are different and calendar dates must match exactly."
google-gemini-2-5-pro,hotpotqa,5a7a61d355429941d65f25fd,Who directed the movie that Jack Covin played Dr. Ardmore in?,Miloš Forman,Joseph Green,Tom Holland,"[""What movie did Jack Covin play Dr. Ardmore in?"", ""Who directed '{answer_1}'?""]","{""answer_1"": ""One Flew Over the Cuckoo's Nest"", ""answer_2"": ""Milo\u0161 Forman""}","answer_1: str = qa_model(""What movie did Jack Covin play Dr. Ardmore in?"")
answer_2: str = qa_model(""Who directed '{answer_1}'?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""One Flew Over the Cuckoo's Nest"",
  ""answer_2"": ""Miloš Forman""
}
```",Joseph Green,"The two answers provide different names for the director, indicating a contradiction.","equivalent: 0
reasoning: The two answers provide different names for the director, indicating a contradiction."
google-gemini-2-5-pro,hotpotqa,5a7d48a05542991319bc9385,"Who founded the fast food chain whom Joshua Goez appeared in the ""Ranch Tooth"" commercials for?",Forrest Raffel; Leroy Raffel,Robert O. Peterson,Dave Thomas,"[""Which fast food chain had 'Ranch Tooth' commercials featuring Joshua Goez?"", ""Who founded {answer_1}?""]","{""answer_1"": ""Arby's"", ""answer_2"": ""Forrest Raffel; Leroy Raffel""}","answer_1: str = qa_model(""Which fast food chain had 'Ranch Tooth' commercials featuring Joshua Goez?"")
answer_2: str = qa_model(""Who founded {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Arby's"",
  ""answer_2"": ""Forrest Raffel; Leroy Raffel""
}
```","answer:
Robert O. Peterson","Answer A correctly identifies the founders of Arby's (Forrest and Leroy Raffel), the chain associated with ""Ranch Tooth"" commercials. Answer B names Robert O. Peterson, who founded Jack in the Box, not Arby's, creating a contradiction.","equivalent: 0
reasoning: Answer A correctly identifies the founders of Arby's (Forrest and Leroy Raffel), the chain associated with ""Ranch Tooth"" commercials. Answer B names Robert O. Peterson, who founded Jack in the Box, not Arby's, creating a contradiction."
google-gemini-2-5-pro,hotpotqa,5a7e3e6f5542994959419940,What county is the city that contains Florida State Road 736's easterb terminus the seat of?,Broward County,Fort Lauderdale,Broward County,"[""What city contains Florida State Road 736's eastern terminus?"", ""What county is {answer_1} the seat of?""]","{""answer_1"": ""Fort Lauderdale"", ""answer_2"": ""Broward County""}","answer_1: str = qa_model(""What city contains Florida State Road 736's eastern terminus?"")
answer_2: str = qa_model(""What county is {answer_1} the seat of?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Fort Lauderdale"",
  ""answer_2"": ""Broward County""
}
```",Fort Lauderdale,"The question asks for the county, and Answer B provides a city, which is not a county.","equivalent: 0
reasoning: The question asks for the county, and Answer B provides a city, which is not a county."
google-gemini-2-5-pro,hotpotqa,5a8399055542992ef85e2324,What do Karl Marx and Christopher Hitchens have in common?,Critical,Critics of religion,journalist,"[""What is a prominent philosophical stance of Karl Marx?"", ""What was Christopher Hitchens's position regarding {answer_1}?""]","{""answer_1"": ""Historical materialism"", ""answer_2"": ""Critical""}","answer_1: str = qa_model(""What is a prominent philosophical stance of Karl Marx?"")
answer_2: str = qa_model(""What was Christopher Hitchens's position regarding {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Historical materialism"",
  ""answer_2"": ""Critical""
}
```",Critics of religion,"Answer A is too vague (""Critical"") and does not convey the specific commonality of being ""Critics of religion"" as stated in Answer B.","equivalent: 0
reasoning: Answer A is too vague (""Critical"") and does not convey the specific commonality of being ""Critics of religion"" as stated in Answer B."
google-gemini-2-5-pro,hotpotqa,5a870f695542991e771816ae,Who managed the Giants and won his first and only World Series to tile during his career?,Bill Terry; Leo Durocher,Bill Terry,Leo Durocher,"[""Which managers have won a World Series with the San Francisco Giants or New York Giants?"", ""Which manager from {answer_1} won exactly one World Series in their career?""]","{""answer_1"": ""John McGraw; Bill Terry; Leo Durocher; Bruce Bochy"", ""answer_2"": ""Bill Terry; Leo Durocher""}","answer_1: str = qa_model(""Which managers have won a World Series with the San Francisco Giants or New York Giants?"")
answer_2: str = qa_model(""Which manager from {answer_1} won exactly one World Series in their career?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John McGraw; Bill Terry; Leo Durocher; Bruce Bochy"",
  ""answer_2"": ""Bill Terry; Leo Durocher""
}
```",Bill Terry,"Answer A incorrectly includes Leo Durocher, who did not win his first and only World Series with the Giants (he won a previous one with the Dodgers). Answer B correctly identifies Bill Terry.","equivalent: 0
reasoning: Answer A incorrectly includes Leo Durocher, who did not win his first and only World Series with the Giants (he won a previous one with the Dodgers). Answer B correctly identifies Bill Terry."
google-gemini-2-5-pro,hotpotqa,5a877cdd5542993e715abf72,"Which Rihanna album is the song that inspired ""I Was a Fool"" on?",A Girl like Me,Talk That Talk,"""A Girl like Me""","[""What song inspired 'I Was a Fool'?"", ""Which Rihanna album is '{answer_1}' on?""]","{""answer_1"": ""Unfaithful"", ""answer_2"": ""A Girl like Me""}","answer_1: str = qa_model(""What song inspired 'I Was a Fool'?"")
answer_2: str = qa_model(""Which Rihanna album is '{answer_1}' on?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Unfaithful"",
  ""answer_2"": ""A Girl like Me""
}
```",Talk That Talk,"The answers provide two different, distinct album names, which are contradictory.","equivalent: 0
reasoning: The answers provide two different, distinct album names, which are contradictory."
google-gemini-2-5-pro,hotpotqa,5a8b62cd55429949d91db588,"What is the platform-adventure video game created by independent developer D-Pad Studio, and included in 2016 new intellectual properties releases notable for?",Best-reviewed new PC IP of 2016 on Metacritic,Owlboy,its long development cycle,"[""What is the platform-adventure video game created by independent developer D-Pad Studio?"", ""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?""]","{""answer_1"": ""Owlboy"", ""answer_2"": ""Best-reviewed new PC IP of 2016 on Metacritic""}","answer_1: str = qa_model(""What is the platform-adventure video game created by independent developer D-Pad Studio?"")
answer_2: str = qa_model(""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Owlboy"",
  ""answer_2"": ""Best-reviewed new PC IP of 2016 on Metacritic""
}
```","answer:
Owlboy","Answer A describes what the game is notable for, while Answer B provides the name of the game. They address different parts of the compound question.","equivalent: 0
reasoning: Answer A describes what the game is notable for, while Answer B provides the name of the game. They address different parts of the compound question."
google-gemini-2-5-pro,hotpotqa,5a8baf235542996e8ac889c2,Jon Bokenkamp wrote the screen play for the film starring which two actors?,Halle Berry; Abigail Breslin,Angelina Jolie; Ethan Hawke,Angelina Jolie and Ethan Hawke,"[""Name a film for which Jon Bokenkamp wrote the screenplay."", ""Which two actors starred in '{answer_1}'?""]","{""answer_1"": ""The Call"", ""answer_2"": ""Halle Berry; Abigail Breslin""}","answer_1: str = qa_model(""Name a film for which Jon Bokenkamp wrote the screenplay."")
answer_2: str = qa_model(""Which two actors starred in '{answer_1}'?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Call"",
  ""answer_2"": ""Halle Berry; Abigail Breslin""
}
```",Angelina Jolie; Ethan Hawke,"The lists of actors are completely different, indicating a contradiction in the essential facts.","equivalent: 0
reasoning: The lists of actors are completely different, indicating a contradiction in the essential facts."
google-gemini-2-5-pro,hotpotqa,5a8bbc135542995e66a474ea,"""No Foe Shall Gather Our Harvest"" is a poem first published in a monthly women's magazine published by who?",Are Media,Australian Consolidated Press,Bauer Media Group,"[""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"", ""Who published {answer_1}?""]","{""answer_1"": ""The Australian Women's Weekly"", ""answer_2"": ""Are Media""}","answer_1: str = qa_model(""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"")
answer_2: str = qa_model(""Who published {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Australian Women's Weekly"",
  ""answer_2"": ""Are Media""
}
```",Australian Consolidated Press,"The answers name two different publishing companies, Are Media and Australian Consolidated Press, which are distinct entities.","equivalent: 0
reasoning: The answers name two different publishing companies, Are Media and Australian Consolidated Press, which are distinct entities."
google-gemini-2-5-pro,hotpotqa,5a8c4ca95542996e8ac88a56,What was the first album released by the same boy band that released Ex'Act?,XOXO,Mama,XOXO,"[""Which boy band released the album 'Ex'Act'?"", ""What was the first album released by {answer_1}?""]","{""answer_1"": ""Exo"", ""answer_2"": ""XOXO""}","answer_1: str = qa_model(""Which boy band released the album 'Ex'Act'?"")
answer_2: str = qa_model(""What was the first album released by {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Exo"",
  ""answer_2"": ""XOXO""
}
```",Mama,"""Mama"" was EXO's debut album/EP, released in 2012. ""XOXO"" was their first studio album, released in 2013, making it not their first overall album. The answers contradict on the identity of the first album.","equivalent: 0
reasoning: ""Mama"" was EXO's debut album/EP, released in 2012. ""XOXO"" was their first studio album, released in 2013, making it not their first overall album. The answers contradict on the identity of the first album."
google-gemini-2-5-pro,hotpotqa,5a8c89f55542996e8ac88ad8,"What is the name of the seventh studio album that was made by the creator of ""Amazing"" and ""Only You""?",Double Trouble,The Life of Pablo,Georgia Clay,"[""Who is the creator of the songs 'Amazing' and 'Only You'?"", ""What is the seventh studio album by {answer_1}?""]","{""answer_1"": ""P-Square"", ""answer_2"": ""Double Trouble""}","answer_1: str = qa_model(""Who is the creator of the songs 'Amazing' and 'Only You'?"")
answer_2: str = qa_model(""What is the seventh studio album by {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""P-Square"",
  ""answer_2"": ""Double Trouble""
}
```",The Life of Pablo,"Answer A (""Double Trouble"") is not the seventh studio album by Kanye West (creator of ""Amazing"" and ""Only You""). Answer B (""The Life of Pablo"") is the correct seventh studio album. They contradict each other.","equivalent: 0
reasoning: Answer A (""Double Trouble"") is not the seventh studio album by Kanye West (creator of ""Amazing"" and ""Only You""). Answer B (""The Life of Pablo"") is the correct seventh studio album. They contradict each other."
google-gemini-2-5-pro,hotpotqa,5a8cac72554299240d9c21d0,"The news program ""International Desk"" is broadcast from a building adjacent to what park?",Midron Yaffo Park,HaPisga Garden,Centennial Olympic Park,"[""From which building is the news program 'International Desk' broadcast?"", ""What park is adjacent to {answer_1}?""]","{""answer_1"": ""Jaffa Port"", ""answer_2"": ""Midron Yaffo Park""}","answer_1: str = qa_model(""From which building is the news program 'International Desk' broadcast?"")
answer_2: str = qa_model(""What park is adjacent to {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Jaffa Port"",
  ""answer_2"": ""Midron Yaffo Park""
}
```",HaPisga Garden,"The two answers provide different names for the park, indicating a contradiction.","equivalent: 0
reasoning: The two answers provide different names for the park, indicating a contradiction."
google-gemini-2-5-pro,hotpotqa,5a90aeda5542990a98493699,The Riverport Railroad operates a former army depot track that was opened in what year?,1917,1918,1917,"[""What former army depot track does the Riverport Railroad operate?"", ""When was {answer_1} opened?""]","{""answer_1"": ""Savanna Army Depot"", ""answer_2"": ""1917""}","answer_1: str = qa_model(""What former army depot track does the Riverport Railroad operate?"")
answer_2: str = qa_model(""When was {answer_1} opened?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Savanna Army Depot"",
  ""answer_2"": ""1917""
}
```",1918,Years must match exactly; 1917 is not 1918.,"equivalent: 0
reasoning: Years must match exactly; 1917 is not 1918."
google-gemini-2-5-pro,hotpotqa,5ab466f95542996a3a969f7d,"A studio album by I Killed the Prom Queen reached the top 30 in ARIA Albums Chart, on what date was that album released?",2014-02-14,2006-08-01,31 July 2006.,"[""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"", ""What is the release date of {answer_1}?""]","{""answer_1"": ""Beloved"", ""answer_2"": ""2014-02-14""}","answer_1: str = qa_model(""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"")
answer_2: str = qa_model(""What is the release date of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Beloved"",
  ""answer_2"": ""2014-02-14""
}
```",2006-08-01,"The dates provided are different, and calendar dates must match exactly.","equivalent: 0
reasoning: The dates provided are different, and calendar dates must match exactly."
google-gemini-2-5-pro,hotpotqa,5ab5afd8554299637185c5db,"In 2006 ""Strictly Dance Fever"" promoted a modern afro-Cuban partner dance derived from the works of which composer?",Arsenio Rodríguez,Orishas,Enrique Jorrin,"[""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"", ""Which composer's works is {answer_1} derived from?""]","{""answer_1"": ""Salsa"", ""answer_2"": ""Arsenio Rodr\u00edguez""}","answer_1: str = qa_model(""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"")
answer_2: str = qa_model(""Which composer's works is {answer_1} derived from?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Salsa"",
  ""answer_2"": ""Arsenio Rodríguez""
}
```",Orishas,"Answer A identifies Arsenio Rodríguez as the composer, while Answer B identifies Orishas, which is a different entity (a hip hop group). These are contradictory facts.","equivalent: 0
reasoning: Answer A identifies Arsenio Rodríguez as the composer, while Answer B identifies Orishas, which is a different entity (a hip hop group). These are contradictory facts."
google-gemini-2-5-pro,hotpotqa,5ab5faeb554299637185c657,What month was the female cast member of the King of the mountain born?,April,November,August,"[""Who is the female cast member in the movie King of the mountain?"", ""What month was {answer_1} born?""]","{""answer_1"": ""Mar\u00eda Valverde"", ""answer_2"": ""April""}","answer_1: str = qa_model(""Who is the female cast member in the movie King of the mountain?"")
answer_2: str = qa_model(""What month was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""María Valverde"",
  ""answer_2"": ""April""
}
```",November,"The months provided, April and November, are different, leading to a contradiction.","equivalent: 0
reasoning: The months provided, April and November, are different, leading to a contradiction."
google-gemini-2-5-pro,hotpotqa,5ab91bc0554299753720f6fc,"When did a paramilitary offshoot of the IRA start carrying ut bombings, after splitting from the Real IRA?",2010,2009-11-20,2009,"[""What paramilitary group split from the Real IRA?"", ""When did {answer_1} start carrying out bombings?""]","{""answer_1"": ""\u00d3glaigh na h\u00c9ireann"", ""answer_2"": ""2010""}","answer_1: str = qa_model(""What paramilitary group split from the Real IRA?"")
answer_2: str = qa_model(""When did {answer_1} start carrying out bombings?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Óglaigh na hÉireann"",
  ""answer_2"": ""2010""
}
```",2009-11-20,Calendar dates/years must match exactly; 2010 is not 2009.,"equivalent: 0
reasoning: Calendar dates/years must match exactly; 2010 is not 2009."
google-gemini-2-5-pro,hotpotqa,5abe249155429976d4830a7e, Ida Roland was born in a municipality  that lies on the shores of which lake ?,Alte Donau,Lake Geneva,Lake Geneva,"[""Where was Ida Roland born?"", ""Which lake lies on the shores of {answer_1}?""]","{""answer_1"": ""Vienna"", ""answer_2"": ""Alte Donau""}","answer_1: str = qa_model(""Where was Ida Roland born?"")
answer_2: str = qa_model(""Which lake lies on the shores of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Vienna"",
  ""answer_2"": ""Alte Donau""
}
```",Lake Geneva,"The answers refer to two different bodies of water (Alte Donau in Vienna vs. Lake Geneva in Switzerland/France), creating a contradiction.","equivalent: 0
reasoning: The answers refer to two different bodies of water (Alte Donau in Vienna vs. Lake Geneva in Switzerland/France), creating a contradiction."
google-gemini-2-5-pro,hotpotqa,5abf1a6d5542990832d3a122,"What should you do to show respect when walking the trail Oahu trial that leads to a 150 foot waterfall, on the night of Kane, Ku, Lono, or Kanaloa at sunset and just before the sunrises?",The trail is closed to the public.,Walk the trail in silence.,lie face down,"[""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"", ""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?""]","{""answer_1"": ""M\u0101noa Falls Trail"", ""answer_2"": ""The trail is closed to the public.""}","answer_1: str = qa_model(""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"")
answer_2: str = qa_model(""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Mānoa Falls Trail"",
  ""answer_2"": ""The trail is closed to the public.""
}
```",Walk the trail in silence.,"Answer A states the trail is closed, implying one should not be on it. Answer B suggests an action to take while on the trail. These are different facts and imply different primary actions.","equivalent: 0
reasoning: Answer A states the trail is closed, implying one should not be on it. Answer B suggests an action to take while on the trail. These are different facts and imply different primary actions."
google-gemini-2-5-pro,hotpotqa,5abfd0505542993fe9a41e81,What company is associated with the UK but also was founded in the US?,None,Aon plc,Pentair,"[""Name a company that is associated with the UK."", ""Which of these companies was founded in the US: {answer_1}?""]","{""answer_1"": ""BP"", ""answer_2"": ""None""}","answer_1: str = qa_model(""Name a company that is associated with the UK."")
answer_2: str = qa_model(""Which of these companies was founded in the US: {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""BP"",
  ""answer_2"": ""None""
}
```",Aon plc,"Answer A states there is no such company, while Answer B provides a specific company, creating a direct contradiction.","equivalent: 0
reasoning: Answer A states there is no such company, while Answer B provides a specific company, creating a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ae195595542997b2ef7d206,"From which school of the Mount Vernon City School District was teacher fired, causing the school district to receive national attention?",Mount Vernon Middle School,Mount Vernon High School,Mount Vernon Middle School,"[""Which teacher's firing caused the Mount Vernon City School District to receive national attention?"", ""From which school was {answer_1} fired?""]","{""answer_1"": ""John Freshwater"", ""answer_2"": ""Mount Vernon Middle School""}","answer_1: str = qa_model(""Which teacher's firing caused the Mount Vernon City School District to receive national attention?"")
answer_2: str = qa_model(""From which school was {answer_1} fired?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John Freshwater"",
  ""answer_2"": ""Mount Vernon Middle School""
}
```",Mount Vernon High School,"The answers name different schools (Middle School vs. High School), which is a direct contradiction.","equivalent: 0
reasoning: The answers name different schools (Middle School vs. High School), which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ae2a123554299495565daed,What is the focus of the technique which developed on the technique named after Frederich Matthias Alexander,The evolutionary development of human movement,Use of the self,body mechanics in a state of motion,"[""What technique is named after Frederich Matthias Alexander?"", ""What technique developed on {answer_1}?"", ""What is the focus of {answer_2}?""]","{""answer_1"": ""Alexander Technique"", ""answer_2"": ""Dart Procedures"", ""answer_3"": ""The evolutionary development of human movement""}","answer_1: str = qa_model(""What technique is named after Frederich Matthias Alexander?"")
answer_2: str = qa_model(""What technique developed on {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the focus of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Alexander Technique"",
  ""answer_2"": ""Dart Procedures"",
  ""answer_3"": ""The evolutionary development of human movement""
}
```",Use of the self,"The answers describe different concepts. ""Use of the self"" is a core concept of the Alexander Technique, while ""evolutionary development of human movement"" is a broader field of study.","equivalent: 0
reasoning: The answers describe different concepts. ""Use of the self"" is a core concept of the Alexander Technique, while ""evolutionary development of human movement"" is a broader field of study."
google-gemini-2-5-pro,hotpotqa,5ae52e6a5542990ba0bbb1ec,"Since when Romeo and Juliet was the first production of the play for  a live theater to digital platforms company, founded in 2013 by Stewart F. Lane and Bonnie Comley?","{'answer_1': 'BroadwayHD', 'answer_2': '2014-02'}",2013-09-19,1977,"[""What is the name of the live theater to digital platforms company founded in 2013 by Stewart F. Lane and Bonnie Comley?"", ""When was 'Romeo and Juliet' the first production for {answer_1}?""]","{""intermediate_answers"": {""answer_1"": ""BroadwayHD"", ""answer_2"": ""2014-02""}}","answer_1: str = qa_model(""What is the name of the live theater to digital platforms company founded in 2013 by Stewart F. Lane and Bonnie Comley?"")
answer_2: str = qa_model(""When was 'Romeo and Juliet' the first production for {answer_1}?"", answer_1=answer_1)","```json
{
  ""intermediate_answers"": {
    ""answer_1"": ""BroadwayHD"",
    ""answer_2"": ""2014-02""
  }
}
```",2013-09-19,The dates provided are different (2014-02 vs 2013-09-19) and calendar dates must match exactly.,"equivalent: 0
reasoning: The dates provided are different (2014-02 vs 2013-09-19) and calendar dates must match exactly."
google-gemini-2-5-pro,hotpotqa,5ae60fea5542992663a4f24f,"When did the male lead of the film ""Flexing with Monty"" die?",Sean Murray is still alive.,Tony Peck,7 June 2003,"[""Who is the male lead of the film 'Flexing with Monty'?"", ""When did {answer_1} die?""]","{""answer_1"": ""Sean Murray"", ""answer_2"": ""Sean Murray is still alive.""}","answer_1: str = qa_model(""Who is the male lead of the film 'Flexing with Monty'?"")
answer_2: str = qa_model(""When did {answer_1} die?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Sean Murray"",
  ""answer_2"": ""Sean Murray is still alive.""
}
```",Tony Peck,"The answers identify different individuals as the male lead of the film, leading to a contradiction.","equivalent: 0
reasoning: The answers identify different individuals as the male lead of the film, leading to a contradiction."
