dataset	id	hand_review_label	hand_review_notes	hand_review_source
musique	2hop__135653_669373	ambiguous_time(employment)	Ernst Mach held positions at both Charles University (Prague) and University of Vienna; 'employer' is time-dependent without specifying the period.	cons31
musique	2hop__135822_46621	definition_mismatch(discovered_vs_proposed)	Heliocentrism was proposed in antiquity (3rd century BC) but formalized/popularized much later (Copernicus 1543). Wording 'discovered' is ambiguous.	cons31
musique	2hop__269076_449113	definition_mismatch(operator)	‘Operator of Operation Entebbe’ is ambiguous (IDF/Israel as operator of the raid vs Air France as operator of the flight). Gold seems to assume the flight operator; models assume Israel.	extra_frames_musique
musique	2hop__364489_861485	location_granularity	Gold names a building (Minnesota History Center) while models answer the city (St. Paul). This is a granularity mismatch.	extra_frames_musique
musique	2hop__402530_774333	ambiguous_entity_mapping	‘Imperial’ is a highly ambiguous place name (multiple towns). Gold and model answers correspond to different states/counties.	extra_frames_musique
musique	2hop__421324_97805	definition_mismatch	Ship service can be described as ‘World War II’ broadly; gold ‘Winter War’ is narrower. Depending on the dataset’s intended granularity, both can be defensible.	extra_frames_musique
musique	2hop__50199_59409	gold_overspecified_or_subjective	Gold describes ‘three different relationships’; model answers ‘an ex-girlfriend’. Without a clear referent, the question is subjective/interpretation-heavy.	extra_frames_musique
musique	2hop__54651_169233	underspecified(many_awards)	The singer received multiple awards; question does not specify which award type/criterion, so both gold and consensus could be valid under different interpretations.	cons31
musique	2hop__58168_38663	definition_mismatch(percent_drop)	Percent-fall depends on the reference point (peak-to-trough vs within-year vs specific day). Gold 54.7% vs model 89% suggests different definitions.	extra_frames_musique
musique	2hop__67660_158861	likely_gold_error	Narrator of How I Met Your Mother is Bob Saget; gold 'Josh Radnor' is incorrect (he plays Ted).	cons31
musique	2hop__70338_160040	likely_gold_error_or_bad_question	Phrase 'by the skin of your teeth' is biblical (Job). Gold 'Josh McDowell' appears unrelated; question wording is unclear/ill-formed.	cons31
musique	2hop__703493_162341	underspecified_multi_answer	Director (Philip Seymour Hoffman) received multiple recognitions (Oscar win and nominations). ‘What recognition did he receive?’ is underspecified; multiple answers can be correct.	extra_frames_musique
musique	2hop__73615_42173	off_by_one_year	If the company is the East India Company, establishment is commonly 1600; gold 1599 may be off-by-one depending on charter/incorporation date conventions.	cons31
musique	2hop__747758_58067	underspecified_multi_answer	Multiple Indian presidents received the Bharat Ratna (the award Karve received) prior to their presidencies (e.g., APJ Abdul Kalam; Sarvepalli Radhakrishnan). Question allows multiple correct answers.	extra_frames_musique
musique	2hop__814671_82341	ambiguous_definition(region_boundary)	‘Region of Florida’ is inherently fuzzy (North vs North-Central vs Central). Gold and models reflect different boundary conventions.	extra_frames_musique
musique	2hop__837900_71701	date_granularity_or_gold_incomplete	Gold provides only ‘November 5’ (missing year), while model answers include full dates. This looks like a gold-format/granularity issue.	extra_frames_musique
musique	2hop__95172_152907	location_granularity	Gold ‘La Goulette’ is a district/port area within/near Tunis; model answer ‘Tunis’ may be a reasonable coarser location.	extra_frames_musique
musique	3hop1__108881_720914_27537	evaluation_strictness_or_equivalent	Gold ‘for the conclave in Rome’ and model ‘he was elected Pope’ are tightly linked; could be treated as equivalent causal explanation vs event.	extra_frames_musique
musique	3hop1__373866_5189_63702	date_granularity	Gold gives a month (June 1941) while model answers year-only (1941). This may be granularity strictness rather than substantive disagreement.	extra_frames_musique
musique	3hop1__602329_792411_51423	likely_gold_error	If the performer is a Beatle, birth city is Liverpool; 'Casa Loma' (Toronto) seems inconsistent. Consensus 'Liverpool Castle' is more plausible.	cons31
musique	3hop1__857_846_7846	underspecified_multi_answer	Many opera companies are based in a given city; gold vs model are both plausible city-based companies. Question likely underspecified without additional constraints.	extra_frames_musique
musique	3hop1__857_846_7872	underspecified_multi_answer	City-based football club question allows multiple valid clubs from the same city (e.g., Jiangsu Sainty vs Nanjing City F.C.).	extra_frames_musique
musique	3hop2__92991_38242_76291	likely_gold_error	Models answer 1953-01-03 (start of 83rd Congress) which plausibly aligns with ‘party that had majorities prior to 1954 elections’ (Republicans) taking control of rules-setting bodies. Gold ‘Jan 2015’ looks unrelated/out-of-era.	extra_frames_musique
musique	4hop1__408432_32392_823060_610794	ambiguous_entity_mapping	Capital-bordering-city county depends on which bordering city is intended (e.g., Columbia vs West Columbia). Gold and model refer to different counties.	extra_frames_musique
musique	4hop1__76111_624859_355213_203322	likely_gold_error_or_entity_mapping	Gold county (Cabarrus, NC) seems inconsistent with the ‘Hungry Eyes’ singer’s birthplace being in Ohio. Model counties (e.g., Lake County) are plausible neighbors for Cuyahoga County under the Cleveland interpretation.	extra_frames_musique
musique	4hop2__161602_426860_88460_21062	time_dependent	Travel/cruise accessibility and advisories change over time; gold ‘not possible’ vs model ‘yes’ likely reflects a time-sensitive policy snapshot.	extra_frames_musique
musique	4hop2__161602_474028_88460_86452	date_granularity	Gold gives year 1989; consensus gives exact date 1989-06-18. This is likely a granularity mismatch rather than substantive error.	cons31
