dataset	id	question	gold_answer	assistant_label	assistant_notes	stable_wrong_models	frontier_open_consensus_count	frontier_open_consensus_answer	model_dir__gemini_2_5_pro	stable_wrong__gemini_2_5_pro	open_correct__gemini_2_5_pro	consistency_equivalent__gemini_2_5_pro	open_answer__gemini_2_5_pro	assistive_answer__gemini_2_5_pro	open_correctness_reasoning__gemini_2_5_pro	consistency_reasoning__gemini_2_5_pro	model_dir__gemini_2_5_flash	stable_wrong__gemini_2_5_flash	open_correct__gemini_2_5_flash	consistency_equivalent__gemini_2_5_flash	open_answer__gemini_2_5_flash	assistive_answer__gemini_2_5_flash	open_correctness_reasoning__gemini_2_5_flash	consistency_reasoning__gemini_2_5_flash	model_dir__gpt_5_1	stable_wrong__gpt_5_1	open_correct__gpt_5_1	consistency_equivalent__gpt_5_1	open_answer__gpt_5_1	assistive_answer__gpt_5_1	open_correctness_reasoning__gpt_5_1	consistency_reasoning__gpt_5_1	hand_review_label	hand_review_confidence	hand_review_notes	hand_review_suggested_action	hand_review_source
crag	df4e57f0-519e-4ce2-81c2-144985cf1a7b	when was meta's most recent vr headset released?	meta's most recent vr headset, the meta quest 3, was released on october 10, 2023.	time_dependent	Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot/date.	gemini_2_5_pro,gpt_5_1	3	2020-10-13	google-gemini-2-5-pro	1	0	1	2020-10-13	2020-10-13	The gold answer states the release date as October 10, 2023, while the prediction states 2020-10-13. The year (2023 vs 2020) and day (10 vs 13) are different, which constitutes a contradiction for calendar dates, as per rule 2.	Both answers provide the exact same date.	google-gemini-2-5-flash	0	0	0	2020-10-13	2022-10-25	The gold answer specifies the release date as October 10, 2023, while the prediction states 2020-10-13. Calendar dates must match exactly, and the years (2023 vs 2020) and days (10 vs 13) are different, leading to a contradiction.	The dates provided are different and calendar dates must match exactly.	gpt-5-1	1	0	1	2020-10-13	2020-10-13	The gold answer specifies the release date as October 10, 2023, while the prediction states 2020-10-13. Calendar dates must match exactly, and the years (2023 vs 2020) and days (10 vs 13) are different, leading to a contradiction.	Both answers provide the exact same date.	time_dependent		gemini_2_5_pro: time_dependent — Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot. | gpt_5_1: time_dependent — Time-relative phrasing ('most recent'); gold likely tied to a specific snapshot.		per_model_manual
crag	e6fe70a3-61b9-4b6f-b953-9ec181806b7d	can you tell me the name of the actress who starred in the film that won the best picture oscar in 1993?	anna thomson	frontier_consensus_vs_gold	All three frontier models agree on 'Frances Fisher' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gpt_5_1	3	Frances Fisher	google-gemini-2-5-pro	1	0	1	Frances Fisher	Frances Fisher	The gold answer states 'anna thomson' and the prediction states 'Frances Fisher'. These are two distinct names, and therefore the prediction does not communicate the same essential fact as the gold answer. They contradict each other on the identity of the actress.	Both answers are identical.	google-gemini-2-5-flash	0	1	1	Frances Fisher	Frances Fisher	The Best Picture Oscar winner in 1993 was 'Unforgiven'. Both Anna Thomson (gold) and Frances Fisher (prediction) were actresses who starred in this film. Since the question asks for 'the name of the actress' and does not require a specific one or all, the prediction provides a valid actress from the film, which is acceptable as a subset of possible correct answers (Rule 9).	Both answers are identical.	gpt-5-1	1	0	1	Frances Fisher	Frances Fisher	The gold answer 'anna thomson' is a different name from the prediction 'Frances Fisher'. They are distinct facts.	Both answers are identical.	underspecified_multi_answer	medium	'Best picture Oscar in 1993' is ambiguous (ceremony year vs film year), and even within a film there may be multiple actresses; gold vs consensus may both be defensible.		cons31
crag	fde0f884-56cb-47c6-a15a-056eb02cfa4b	when did drake release their most popular album?	drake's most popular album, take care, released in 2011.	ambiguous_definition(popularity)	'Most popular album' is subjective (streams vs sales vs critical). Gold picks Take Care (2011) while models pick Views (2016). Both can be defended under different metrics.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	2016-04-29	google-gemini-2-5-pro	1	0	1	2016-04-29	2016-04-29	The gold answer states the album was released in 2011, while the prediction states 2016, which is a direct contradiction regarding the year of release.	Both answers provide the exact same date.	google-gemini-2-5-flash	1	0	1	2016-04-29	2016-04-29	The gold answer states the album was released in 2011, while the prediction states 2016-04-29. These dates contradict each other.	Both answers provide the exact same date.	gpt-5-1	1	0	1	2016-04-29	2016-04-29	The gold answer states the album was released in 2011, while the prediction states 2016-04-29. These dates contradict each other.	Both answers provide the exact same date.	ambiguous_definition(popularity)	medium	'Most popular album' is subjective (streams vs sales vs critical). Gold picks Take Care (2011) while models pick Views (2016). Both can be defended under different metrics.	Define the metric (e.g., highest-streamed) and then update gold.	intersection44
frames	116	As of 2024, how many of the Star Wars actors whose first or last names are 'Jack' have starred in more than 2 Star wars movies?	2	time_dependent	Time-relative phrasing ('As of'); gold likely tied to a specific snapshot/date.	gemini_2_5_flash,gpt_5_1	2	1	gemini-2.5-pro	0	1	1	2	2	The prediction '2' exactly matches the gold answer '2'.	Both answers state the same numerical value.	gemini-2.5-flash	1	0	1	1	1	The prediction '1' contradicts the gold value '2'. The numerical difference (1) exceeds the 5% tolerance (0.1).	Both answers are identical and state the same numerical fact.	gpt-5.1	1	0	1	1	1	The prediction '1' does not match the gold '2'. The difference (1) exceeds the 5% tolerance for numbers (0.1).	Both answers state the same numerical value, '1'.	time_dependent	high	Contains explicit time-relative phrasing (‘as of’, ‘current’, ‘last year’, etc.).	Exclude from closed-book evaluation or freeze to a timestamped reference.	time_heuristic
frames	128	Name the teams in alphabetical order that every AL MVP from Texas Rangers retired from as of August 2024.	Cleveland Indians, New York Yankees, Texas Rangers, Toronto Blue Jays	time_dependent	Time-relative phrasing ('as of'); gold likely tied to a specific snapshot/date.	gemini_2_5_flash,gpt_5_1	1	Cleveland Indians, New York Yankees, Texas Rangers, Toronto Blue Jays	gemini-2.5-pro	0	1	1	Cleveland Indians, New York Yankees, Texas Rangers, Toronto Blue Jays	['Cleveland Indians', 'New York Yankees', 'Texas Rangers', 'Toronto Blue Jays', 'Washington Nationals']	The prediction exactly matches the gold list, including the alphabetical order specified in the question.	answer_b contains all the teams listed in answer_a, plus an additional team, which is allowed as an extra fact. The order is maintained.	gemini-2.5-flash	1	0	1	New York Yankees, Texas Rangers	['Cleveland Indians', 'New York Yankees', 'Texas Rangers']	The prediction is missing two vital facts from the gold: 'Cleveland Indians' and 'Toronto Blue Jays', failing the coverage criterion for lists.	"Answer B contains all the teams listed in answer A, plus an additional team (""Cleveland Indians""). Additional facts are allowed as long as they don't contradict the essential facts in answer A. Both lists are in alphabetical order as requested."	gpt-5.1	1	0	1	Cleveland Indians; New York Yankees; Texas Rangers; Toronto Blue Jays; Washington Nationals	['Cleveland Indians', 'New York Yankees', 'Texas Rangers', 'Toronto Blue Jays', 'Washington Nationals']	The prediction contains an extra team, 'Washington Nationals', which is not present in the gold list.	Both answers list the same teams in the same alphabetical order. The difference in format (string vs. list) is ignored.	time_dependent	high	Contains explicit time-relative phrasing (‘as of’, ‘current’, ‘last year’, etc.).	Exclude from closed-book evaluation or freeze to a timestamped reference.	time_heuristic
frames	131	What is the etymology of the name of the province to the east of the province in which Hazrati Sultan District is located?	The Dari name 'Baghlan' comes from the Bactrian 'Bagolango', meaning 'image-temple'	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro,gpt_5_1	1	"From the Bactrian word ""Bagolango,"" meaning ""temple"" or ""image-shrine"""	gemini-2.5-pro	1	0	1	"From the Bactrian word ""Bagolango,"" meaning ""temple"" or ""image-shrine"""	From the Old Bactrian word 'bagolango', meaning 'temple' or 'sanctuary'.	"The prediction omits the name of the province ('Baghlan') whose etymology is being discussed, which is a vital fact provided in the gold answer and implied by the question. While the meaning of 'Bagolango' is largely consistent (""image-shrine"" is a close synonym for ""image-temple""), the prediction does not explicitly state what name is being etymologized."	'Bactrian' and 'Old Bactrian' are closely related and acceptable as aliases/more specific terms. 'Image-shrine' and 'sanctuary' are synonymous in this context. The core word and its primary meaning are identical.	gemini-2.5-flash	0	0	0	River of the White-faced Horse	The name 'Qashqadaryo' is derived from the Turkic words 'qashqa' (meaning 'forehead' or 'prominent') and 'daryo' (meaning 'river'), referring to the Qashqadaryo River that flows through the region.	"The prediction provides a completely different etymology (""River of the White-faced Horse"") than the gold (""image-temple""), directly contradicting the gold fact."	"The etymology provided in answer_a (""River of the White-faced Horse"") is different from the etymology provided in answer_b (""River of the Forehead/Prominent"")."	gpt-5.1	1	0	1	It comes from the ancient Bactrian toponym *Bagolango, from Old Iranian *baga- “god,” meaning essentially “place of the god(s).”	The name “Baghlan” is generally traced to an older Iranian form built on *baga- (“god, lord”) plus a place/land suffix (‑lan/‑lān), giving the sense “land (or place) of the god/lord”; later folk etymology in Persian also connects it with bāgh (“garden”), yielding the popular interpretation “place of gardens.”	The prediction contradicts the gold on the meaning of 'Bagolango' ('place of the god(s)' vs. 'image-temple').	"Both answers agree on the core etymology stemming from Old Iranian *baga- meaning ""god"" and resulting in a meaning related to ""place of the god(s)"". Answer B provides additional, non-contradictory information about a folk etymology."	needs_verification	low	"All frontier models are judged incorrect against this gold; cannot adjudicate offline. Frontier consensus (1/3): From the Bactrian word ""Bagolango,"" meaning ""temple"" or ""image-shrine"". Stable-wrong model(s): gemini_2_5_pro,gpt_5_1."	Verify the gold answer and the multi-hop entity mapping using an external source.	fallback_rule
frames	139	"What is the name of the play written in May 2016 by a playwright who won the MacArthur Fellowship the same year as the poet who wrote ""Postcolonial Love Poem""?"	Skeleton Crew	frontier_consensus_vs_gold	All three frontier models agree on 'Pipeline' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_flash,gpt_5_1	3	Pipeline	gemini-2.5-pro	0	0	0	Pipeline	Skeleton Crew	"The prediction ""Pipeline"" contradicts the gold answer ""Skeleton Crew""."	"The two answers provide different play titles, ""Pipeline"" and ""Skeleton Crew"", which are not equivalent."	gemini-2.5-flash	1	0	1	Pipeline	Pipeline	"The prediction ""Pipeline"" contradicts the gold answer ""Skeleton Crew""."	Both answers are identical strings.	gpt-5.1	1	0	1	Pipeline	Pipeline	"The prediction ""Pipeline"" contradicts the gold answer ""Skeleton Crew""."	Both answers are identical strings.	needs_verification	low	Complex chain (MacArthur year + specific play month). Cannot validate offline whether gold 'Skeleton Crew' or consensus 'Pipeline' is intended without checking the linked entities.		cons31
frames	142	As of August 5, 2024, what is the name of the federal law that was found to be violated by the company that Brian Bergstein is employed by?	The Sherman Antitrust Act	time_dependent	Time-relative phrasing ('As of'); gold likely tied to a specific snapshot/date.	gpt_5_1	1	Sherman Antitrust Act	gemini-2.5-pro	0	1	0	Sherman Antitrust Act	Federal Trade Commission Act	"Article ""The"" is ignored as per normalization rules. The remaining text matches exactly."	The two answers refer to different federal laws.	gemini-2.5-flash	0	0	0	Worker Adjustment and Retraining Notification Act	Sherman Antitrust Act	"The prediction ""Worker Adjustment and Retraining Notification Act"" directly contradicts the gold answer ""The Sherman Antitrust Act""."	The two answers refer to different federal laws.	gpt-5.1	1	0	1	National Labor Relations Act	National Labor Relations Act	"The prediction ""National Labor Relations Act"" directly contradicts the gold answer ""The Sherman Antitrust Act""."	Both answers are identical.	time_dependent	high	Contains explicit time-relative phrasing (‘as of’, ‘current’, ‘last year’, etc.).	Exclude from closed-book evaluation or freeze to a timestamped reference.	time_heuristic
frames	151	Based on the information available on Wikipedia on August 4, 2024 at 2:42 AM Greenwich Mean Time,  which of the following areas, Minamidaitōjima, Nuapada district, or Vostochnaya Niva has the highest population and how many more citizens does it contain than the other two provided cities?	The Nuapada district contains 608,269 more people than the other two areas combined.	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro,gpt_5_1	1	Nuapada district; 608,275 more than Minamidaitōjima and 610,271 more than Vostochnaya Niva	gemini-2.5-pro	1	0	1	Nuapada district; 608,275 more than Minamidaitōjima and 610,271 more than Vostochnaya Niva	Nuapada district has the highest population, with 609,095 more citizens than Minamidaitōjima and 610,371 more than Vostochnaya Niva.	The gold states the population difference relative to the *combined* population of the other two areas (608,269). The prediction provides two separate differences relative to each of the other two areas individually (608,275 more than Minamidaitōjima and 610,271 more than Vostochnaya Niva). These are different facts and do not convey the same information as the gold.	Both answers identify Nuapada district as having the highest population. The numeric differences for both comparisons are within the allowed 5% tolerance.	gemini-2.5-flash	0	1	1	Nuapada district, 608068 more citizens	Nuapada district has the highest population and contains 609067 more citizens than the other two areas combined.	The prediction correctly identifies 'Nuapada district' as the area with the highest population. The numerical difference (608068 vs 608269) is within the 5% tolerance (0.033% difference).	"Both answers identify Nuapada district as having the highest population. The numerical values 608068 and 609067 are within the 5% tolerance (difference of 999 is less than 5% of 608068). Both answers refer to the difference compared to the other two areas, with answer_b explicitly stating ""combined"" which is implied by the question's phrasing."	gpt-5.1	1	0	1	Nuapada district; it has 608,956 more residents than Minamidaitōjima and 610,103 more than Vostochnaya Niva	Nuapada district has the highest population; it has 608999 more residents than Minamidaitōjima and 610222 more than Vostochnaya Niva	The gold answer states the population difference between Nuapada district and the *combined* population of the other two areas (608,269). The prediction provides two separate population differences, comparing Nuapada district to each of the other two areas individually (608,956 and 610,103). While these individual differences are mathematically consistent with the gold's combined difference, the prediction does not explicitly state the combined difference as required by the gold. Therefore, the prediction does not convey the same vital fact.	Both answers identify Nuapada district as having the highest population. The numeric differences for the population counts are within the 5% tolerance (43 is within 5% of 608,956, and 119 is within 5% of 610,103). Thousands separators are ignored.	likely_model_error	medium	1/3 frontier models matches the gold; stable-wrong model(s): gemini_2_5_pro,gpt_5_1. Reference correct answer: Nuapada district, 608068 more citizens. Likely a model-specific stable mistake, but some items may be benchmark-ambiguous.	Spot-check a few examples to confirm whether ambiguity/gold issues exist.	fallback_rule
frames	159	What is the difference between the fastest recorded swimming speed of a fish, and the fastest record for swimming the 50m freestyle in the 2020 Tokyo Olympics in meters per second?	34.30 m/s	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_flash,gpt_5_1	1	33.46 m/s	gemini-2.5-pro	0	1	1	33.46 m/s	33.43	The prediction 33.46 m/s is within the 5% tolerance of the gold value 34.30 m/s (0.84 difference vs 1.715 tolerance).	The numerical values 33.46 and 33.43 are within the allowed 5% tolerance (0.03 is less than 5% of 33.46, which is 1.673). Units are ignored for numerical comparison.	gemini-2.5-flash	1	0	1	28.18 m/s	28.19	The prediction (28.18) is not within 5% tolerance of the gold value (34.30). The absolute difference is 6.12, while 5% of 34.30 is 1.715.	The numerical values 28.18 and 28.19 are within the allowed 5% tolerance (minimum 0.5). The difference is 0.01, which is less than 0.5.	gpt-5.1	1	0	1	28.2 m/s	28.23	The prediction (28.2 m/s) is not within 5% tolerance of the gold (34.30 m/s). The difference is 6.1 m/s, which is approximately 17.78% of the gold value.	"The numeric values 28.2 and 28.23 are within the allowed 5% tolerance (0.03 is less than 5% of 28.2, which is 1.41). The unit ""m/s"" in answer_a is consistent with the question and implied for answer_b."	likely_model_error	medium	1/3 frontier models matches the gold; stable-wrong model(s): gemini_2_5_flash,gpt_5_1. Reference correct answer: 33.46 m/s. Likely a model-specific stable mistake, but some items may be benchmark-ambiguous.	Spot-check a few examples to confirm whether ambiguity/gold issues exist.	fallback_rule
frames	176	For the year 2020, what was the difference in total fertility rate (TFR) for East Timor and Japan?	1.92	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gemini_2_5_pro,gpt_5_1	1	1.8	gemini-2.5-pro	1	0	1	1.8	1.9	The prediction (1.8) is outside the 5% tolerance range of the gold value (1.92). The allowed range is [1.824, 2.016].	The difference between 1.8 and 1.9 is 0.1, which is within the allowed 5% tolerance (0.09) or the minimum tolerance of 0.5.	gemini-2.5-flash	0	0	0	3.7	2.36	The prediction (3.7) is not within 5% tolerance of the gold value (1.92). The absolute difference is 1.78, while 5% of 1.92 is 0.096.	The numbers 3.7 and 2.36 are not within the allowed ±5% (minimum 0.5) tolerance. 2.36 is outside the range [3.2, 4.2].	gpt-5.1	1	0	1	2.6 births per woman	2.5	The predicted value (2.6) is outside the 5% tolerance of the gold value (1.92). The absolute difference is 0.68, while 5% of 1.92 is 0.096.	"The numeric value 2.5 is within the 5% tolerance of 2.6. The unit ""births per woman"" in answer_a is descriptive and does not contradict the numerical value in answer_b."	needs_verification	low	All frontier models are judged incorrect against this gold; cannot adjudicate offline. Frontier consensus (1/3): 1.8. Stable-wrong model(s): gemini_2_5_pro,gpt_5_1.	Verify the gold answer and the multi-hop entity mapping using an external source.	fallback_rule
frames	199	Which Lord of Montpellier had a child named Tortoseta?	William VIII of Montpellier	single_model_error	At least 2/3 frontier models are judged correct; likely a model-specific stable mistake for: gpt_5_1.	gpt_5_1	1	William VIII of Montpellier	gemini-2.5-pro	0	1	0	William VIII of Montpellier	Guilhem VI of Montpellier	The prediction exactly matches the gold answer.	While 'William' and 'Guilhem' can be considered equivalent names, 'VIII' and 'VI' refer to different individuals, making the answers contradictory.	gemini-2.5-flash	0	1	0	William VIII	James I of Aragon	"The prediction ""William VIII"" is an acceptable abbreviation/alias for ""William VIII of Montpellier"" in the context of the question."	'William VIII' and 'James I of Aragon' are different historical figures.	gpt-5.1	1	0	1	William VI of Montpellier	William VI of Montpellier	"The prediction ""William VI"" contradicts the gold ""William VIII"". The regnal numbers are different, indicating different individuals."	Both answers are identical.	single_model_error	high	At least 2/3 frontier models match the gold; stable-wrong model(s): gpt_5_1. Reference correct answer (from a correct model): William VIII of Montpellier.		fallback_rule
frames	202	The National Peace Corps Association was founded in 1979 by a United States politician. This founder then appointed the very first director of the Peace Corps, his brother-in-law. What is the first name of this director?	Robert	frontier_consensus_vs_gold	All three frontier models agree on 'Sargent' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gpt_5_1	3	Sargent	gemini-2.5-pro	0	0	0	Sargent	Robert	"The prediction ""Sargent"" contradicts the gold answer ""Robert""."	"The names ""Sargent"" and ""Robert"" are distinct and not equivalent."	gemini-2.5-flash	0	0	0	Sargent	Robert	"The prediction ""Sargent"" contradicts the gold answer ""Robert""."	"The names ""Sargent"" and ""Robert"" are distinct and cannot be normalized to be equivalent."	gpt-5.1	1	0	1	Sargent	Sargent	"The prediction ""Sargent"" contradicts the gold answer ""Robert""."	Both answers are identical.	likely_gold_error	high	First Peace Corps director was Sargent Shriver; gold 'Robert' is incorrect (answer should be 'Sargent').		cons31
frames	241	The screenwriter of the film, which received nominations for Best Screenplay and Best Actor in a Motion Picture - Drama at the 1995 Golden Globes, attended which Michigan university?	Grand Valley State University	possible_gold_typo_or_alias	Open answer 'Grand Valley State University' is very close to gold 'Grand Valley State University' (small edit distance); likely typo/alias/normalization.	gpt_5_1	1	Grand Valley State University	gemini-2.5-pro	0	1	0	Grand Valley State University	None	The prediction exactly matches the gold.	'None' explicitly contradicts the specific university named in answer_a.	gemini-2.5-flash	0	0	0	University of Michigan	None	"The prediction ""University of Michigan"" contradicts the gold fact ""Grand Valley State University""."	"Answer A specifies a university, while answer B explicitly states ""None"", which is a direct contradiction."	gpt-5.1	1	0	1	none	None; Quentin Tarantino did not attend a Michigan university	"The prediction ""none"" directly contradicts the gold answer ""Grand Valley State University""."	Both answers state that there is no university. Answer B provides additional, non-contradictory information.	model_error_or_empty_answer	medium	Gold and two models give Grand Valley State University; the stable-wrong model outputs no/‘none’ (likely a generation failure).		extra_frames_musique
frames	244	Who is the Formula One driver who won their first Driver's Championship in the 46th season, what team did they race for that year, and how many years after that team's first race was it?	Nigel Mansell, Williams Grand Prix Engineering, 15 years	partial_frontier_consensus_all_wrong	Two frontier models agree on 'Michael Schumacher, Benetton, 9' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	2	Michael Schumacher, Benetton, 9	gemini-2.5-pro	1	0	1	Michael Schumacher, Benetton, 9	Michael Schumacher, Benetton, 9	The prediction contradicts all three facts in the gold answer: the driver (Michael Schumacher vs Nigel Mansell), the team (Benetton vs Williams Grand Prix Engineering), and the number of years (9 vs 15, which is outside the 5% numerical tolerance).	Both answers are identical and state the same essential facts.	gemini-2.5-flash	1	0	1	Michael Schumacher, Benetton, 9	Michael Schumacher, Benetton, 9	The prediction contradicts all three facts in the gold answer: the driver (Michael Schumacher vs Nigel Mansell), the team (Benetton vs Williams Grand Prix Engineering), and the number of years (9 vs 15, which is outside the 5% numerical tolerance).	Both answers are identical.	gpt-5.1	1	0	1	Michael Schumacher; Benetton-Renault; 9 years	Michael Schumacher, Benetton, 9	The predicted driver (Michael Schumacher), team (Benetton-Renault), and number of years (9) all contradict the gold facts (Nigel Mansell, Williams Grand Prix Engineering, 15 years). The numerical difference (15 vs 9) exceeds the 5% tolerance.	"All essential facts match. ""Benetton"" is an acceptable alias/shortened name for ""Benetton-Renault"", and ""years"" is implied for the number 9."	likely_gold_error_or_bad_question	medium	‘46th season’ mapping is unclear; if 46th corresponds to 1995, Schumacher won but it was not his first title. Gold (Mansell/Williams) and model (Schumacher/Benetton) suggest a season-counting mismatch.	Clarify season index/year or specify season explicitly.	extra_frames_musique
frames	250	The Sikh empire's capital at the time of the Battle of Sobraon came under the rule of the British Crown in what year?	1858	frontier_consensus_vs_gold	All three frontier models agree on '1849' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	1849	gemini-2.5-pro	1	0	1	1849	1849	The predicted year '1849' does not match the gold year '1858'. Calendar dates/years must match exactly.	Both answers state the same year, 1849, which is an exact match.	gemini-2.5-flash	1	0	1	1849	1849	The predicted year '1849' does not match the gold year '1858'. Calendar dates/years must match exactly.	Both answers state the exact same year, 1849.	gpt-5.1	1	0	1	1849	1849	The predicted year '1849' does not match the gold year '1858'. Calendar dates/years must match exactly.	Both answers state the same year, 1849, which is an exact match.	definition_mismatch(annexation_vs_crown_rule)	medium-high	1849 matches annexation of Punjab (British control), 1858 matches start of direct Crown rule. Wording 'British Crown' makes this ambiguous; question should pin which event.		cons31
frames	297	What song topped Billboard magazine's Top 30 chart in the same year that the first documented case of a person being hit and surviving a meteorite occurred?	Little Things Mean a Lot by Kitty Kallen	frontier_consensus_vs_gold	All three frontier models agree on 'Little Things Mean a Lot' (normalized), which contradicts the gold answer; likely gold ambiguity/outdatedness or a shared model misconception.	gemini_2_5_pro,gemini_2_5_flash,gpt_5_1	3	Little Things Mean a Lot	gemini-2.5-pro	1	0	1	Little Things Mean a Lot	Little Things Mean a Lot	"The prediction is missing the artist, ""Kitty Kallen"", which is a vital fact included in the gold answer for identifying the song."	Both answers are identical strings.	gemini-2.5-flash	1	0	1	Little Things Mean a Lot	Little Things Mean a Lot	"The prediction is missing the artist, ""Kitty Kallen"", which is a vital fact included in the gold answer for identifying the song."	Both answers are identical strings.	gpt-5.1	1	0	1	Little Things Mean a Lot	Little Things Mean a Lot	"The prediction is missing the artist, ""Kitty Kallen"", which is a vital fact included in the gold answer for identifying the song."	Both answers are identical strings.	gold_overspecified	high	Question asks for the song; gold includes 'by <artist>' while consensus provides only the song title. Gold should not require the artist if not asked.		cons31
frames	302	At the time of the END of the 2016 French Open, what was the head-to-head between the Men's World No. 1 at that time, and the runner-up of that year's Australian Open in the Men's Singles category?	Novak Djokovic 24-10 Andy Murray	unclear_needs_manual_check	No strong offline signal; could be a genuine stable model error or a dataset/gold issue.	gpt_5_1	1	Novak Djokovic 24-10 Andy Murray	gemini-2.5-pro	0	1	1	Novak Djokovic 24-10 Andy Murray	24-10	The prediction is identical to the gold.	answer_b contains the essential fact (the score) from answer_a. The names in answer_a are additional context that do not contradict answer_b.	gemini-2.5-flash	0	0	0	20-11 (Novak Djokovic leads Andy Murray)	23-10	The head-to-head record numbers (20-11) in the prediction contradict the gold (24-10). The difference is outside the 5% numerical tolerance for both numbers.	The scores provided in answer_a (20-11) and answer_b (23-10) are different and do not fall within the allowed numeric tolerance.	gpt-5.1	1	0	1	24–10 in favor of Novak Djokovic	24-10 for Novak Djokovic over Andy Murray	The prediction correctly states the score and attributes the wins to Novak Djokovic, but it omits the name of the other player, Andy Murray. The question asks for the head-to-head *between* two players, making the identity of both players a vital fact.	Both answers state the same score and winner. Answer_b includes additional, non-contradictory information about the loser.	likely_model_error	medium	1/3 frontier models matches the gold; stable-wrong model(s): gpt_5_1. Reference correct answer: Novak Djokovic 24-10 Andy Murray. Likely a model-specific stable mistake, but some items may be benchmark-ambiguous.	Spot-check a few examples to confirm whether ambiguity/gold issues exist.	fallback_rule
frames	304	What year was the person born who was Prime Minister of The United Kingdom during the year that the first African American ran for president of the United States?	1792	partial_frontier_consensus_all_wrong	Two frontier models agree on '1848' (normalized), but all are judged incorrect; could be gold issues, underspecification, or shared misconception.	gemini_2_5_pro,gpt_5_1	2	1848	gemini-2.5-pro	1	0	1	1848	1848	The predicted year '1848' does not match the gold year '1792'. Years must match exactly.	Both answers state the same year, 1848. Years require an exact match.	gemini-2.5-flash	0	0	0	1848	1916	The predicted year '1848' does not match the gold year '1792'. Years must match exactly.	The years 1848 and 1916 are different. Calendar years require an exact match.	gpt-5.1	1	0	1	1916	1916	The predicted year '1916' does not match the gold year '1792'. Calendar dates/years must match exactly.	Both answers are identical and state the same year.	ambiguous_definition(first_African_American_presidential_candidate)	medium	‘First African American ran for president’ is definition-dependent (e.g., Douglass 1872, Taylor 1904, Chisholm 1972, etc.), yielding different UK PM years. Gold year 1792 appears inconsistent with common candidates.	Specify the candidate / election year intended.	extra_frames_musique
frames	315	I'm thinking of a famous zoologist who is alumni of Upsala University and is credited with formally describing the African Gray parrot. He published his first edition of a certain book with a Latin title in the Netherlands, in 1735, while attending the university. This book contained his system of classifying animals, and it was key to the book's title. What is the modern-day term for the classification system he famously wrote about?	Binomial nomenclature	one_model_correct_disagreement	Frontier answers disagree (2-of-3 on 'taxonomy'), but exactly one model is judged correct; likely a model error rather than true ambiguity.	gpt_5_1	2	taxonomy	gemini-2.5-pro	0	1	1	Binomial nomenclature	Linnaean taxonomy	The prediction exactly matches the gold answer.	"Linnaean taxonomy is the broader classification system developed by Linnaeus, which fundamentally includes and is defined by binomial nomenclature. Therefore, ""Linnaean taxonomy"" covers the"	gemini-2.5-flash	0	0	-1	taxonomy	Linnaean taxonomy	"The gold answer ""Binomial nomenclature"" refers to the specific system of naming organisms with two terms (genus and species) that Linnaeus is famous for. The prediction ""taxonomy"" is the broader scientific discipline of classifying organisms, which encompasses binomial nomenclature but is not the specific system itself. Therefore, the prediction is too general and does not convey the same specific fact."	Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))	gpt-5.1	1	0	1	taxonomy	Linnaean taxonomy	"The gold answer ""Binomial nomenclature"" refers to the specific system of naming organisms with two terms (genus and species) that Linnaeus is famous for. The prediction ""taxonomy"" is the broader scientific discipline of classifying organisms, which encompasses binomial nomenclature but is not the specific system itself. Therefore, the prediction is too general and does not convey the same specific fact."	"Answer_b provides a more specific term (""Linnaean taxonomy"") which includes the general term (""taxonomy"") from answer_a without contradiction. The additional qualifier is acceptable."	definition_mismatch(taxonomy_vs_binomial)	medium	Question asks for ‘classification system’ in Systema Naturae; ‘taxonomy’ is plausible, but gold expects ‘binomial nomenclature’ (naming). Wording is ambiguous between classification vs naming.	Clarify whether the target is taxonomy (classification) or binomial nomenclature (naming).	extra_frames_musique
