id,issues,question,answer,num_hops,last_question,complexity_score,similarity,dsl
4hop1__199881_378185_282674_759393,final_step_mismatch,What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,,4,What is the capital of {answer_3}?,1.5,0.0,"answer_1: str = qa_model(""What is the headquarters city of Miller Electric?"") | answer_2: str = qa_model(""What is the county that {answer_1} is located in?"", answer_1=answer_1) | answer_3: str = qa_model(""What county does {answer_2} share a border with?"", answer_2=answer_2) | answer_4: str = qa_model(""What is the capital of {answer_3}?"", answer_3=answer_3)"
2hop__263728_705527,final_step_mismatch,Who is the father of the father of Anwer Ali?,,2,Who is the child of {answer_1}?,0.0,0.0,"answer_1: str = qa_model(""Who is the father of Anwer Ali?"") | answer_2: str = qa_model(""Who is the child of {answer_1}?"", answer_1=answer_1)"
4hop1__408432_32392_823060_610794,over_decomposition|final_step_mismatch,In which county is the city sharing a border with the capitol of the state where WYFG is located?,,4,In which administrative territorial entity is {answer_3} located?,0.0,0.08,"answer_1: str = qa_model(""In which state is the radio station WYFG located?"") | answer_2: str = qa_model(""What city became the state capital of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What does {answer_2} share a border with?"", answer_2=answer_2) | answer_4: str = qa_model(""In which administrative territorial entity is {answer_3} located?"", answer_3=answer_3)"
3hop1__31995_24918_24939,over_decomposition,The leader visiting where Steven Spielberg's grandparents are from met with whom on November 22?,,3,Who met with {answer_2} on November 22?,0.0,0.36,"answer_1: str = qa_model(""Where were Steven Spielberg's granparents from?"") | answer_2: str = qa_model(""Who visited the {answer_1} while the protests were taking place?"", answer_1=answer_1) | answer_3: str = qa_model(""Who met with {answer_2} on November 22?"", answer_2=answer_2)"
4hop1__473563_309800_355213_203322,over_decomposition,Which county shares border with the county having the birth city of the director of Let the Good Times Roll?,,4,What shares border with {answer_3}?,0.0,0.23,"answer_1: str = qa_model(""Who is the director of Let the Good Times Roll?"") | answer_2: str = qa_model(""Which city was {answer_1} born in?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the located in the administrative territorial entity of {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""What shares border with {answer_3}?"", answer_3=answer_3)"
2hop__157498_127908,final_step_mismatch,What league does the team that uses Dick's Sporting Goods Park play for?,,2,What league was {answer_1}?,1.5,0.08,"answer_1: str = qa_model(""What team uses Dick's Sporting Goods Park?"") | answer_2: str = qa_model(""What league was {answer_1}?"", answer_1=answer_1)"
2hop__450608_373421,final_step_mismatch,What is the county where Ukmergė District Municipality is located one of?,,2,What is the instance of {answer_1}?,0.0,0.0,"answer_1: str = qa_model(""What county is Ukmergė District Municipality located in?"") | answer_2: str = qa_model(""What is the instance of {answer_1}?"", answer_1=answer_1)"
2hop__726717_610238,final_step_mismatch,What is the network which National Cycle Route 57 is part of an example of?,,2,What is {answer_1} an instance of?,2.5,0.0,"answer_1: str = qa_model(""What is National Cycle Route 57 part of?"") | answer_2: str = qa_model(""What is {answer_1} an instance of?"", answer_1=answer_1)"
2hop__92385_2072,final_step_mismatch,What is the public library system called in the place where the Cosbys live in New York?,,2,What is {answer_1},0.0,0.0,"answer_1: str = qa_model(""Where did the Cosbys live in New York?"") | answer_2: str = qa_model(""What is {answer_1}'s public library system called?"", answer_1=answer_1)"
3hop1__104237_214799_259594,over_decomposition|final_step_mismatch,What is the abbreviated form of the name of the country where Alfred Kurella hails from?,,3,What is the country of the Border Troops of {answer_2}?,0.0,0.09,"answer_1: str = qa_model(""Which country is Alfred Kurella from?"") | answer_2: str = qa_model(""What is the country of Literature of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the country of the Border Troops of {answer_2}?"", answer_2=answer_2)"
3hop1__108062_720914_41132,over_decomposition,How many times did plague occur in the place where La Bella's artist died?,,3,How many times did plague occur in {answer_2}?,0.0,0.42,"answer_1: str = qa_model(""Who developed La Bella?"") | answer_2: str = qa_model(""What is the place of death of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""How many times did plague occur in {answer_2}?"", answer_2=answer_2)"
3hop1__161433_33952_33939,final_step_mismatch,"In 1900, what was the population of the second largest city, in the state that the cross-border transactions committee focuses on?",,3,What was {answer_2},2.0,0.0,"answer_1: str = qa_model(""In what state is the committee focusing?"") | answer_2: str = qa_model(""What is the second largest city in {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What was {answer_2}'s population in 1900?"", answer_2=answer_2)"
3hop1__312146_720914_41132,over_decomposition,How many times did plague occur in the place where Vanity's creator died?,,3,How many times did plague occur in {answer_2}?,0.0,0.45,"answer_1: str = qa_model(""Who is the creator of Vanity?"") | answer_2: str = qa_model(""What is the place of death of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""How many times did plague occur in {answer_2}?"", answer_2=answer_2)"
3hop1__354480_834494_34109,final_step_mismatch,What is the administrative territorial entity that contains the location of Eric Marcus Municipal Airport PBS station?,,3,What is {answer_2},1.5,0.0,"answer_1: str = qa_model(""What county is Eric Marcus Municipal Airport located in?"") | answer_2: str = qa_model(""What is the capital of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What is {answer_2}'s PBS station?"", answer_2=answer_2)"
3hop1__401538_132457_51423,over_decomposition,What is the name of the castle in the city where the performer of We Sweat Blood formed?,,3,What is the name of the castle in {answer_2}?,0.0,0.22,"answer_1: str = qa_model(""Who is the performer of We Sweat Blood?"") | answer_2: str = qa_model(""What city was {answer_1} formed in?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the name of the castle in {answer_2}?"", answer_2=answer_2)"
3hop1__418091_15840_36014,final_step_mismatch,What was Nintendo's limit on games per developer per year on the gaming platform with a three letter abbreviation that the game Bigfoot was on?,,3,What was Nintendo,2.0,0.06,"answer_1: str = qa_model(""What is the platform of Bigfoot?"") | answer_2: str = qa_model(""What is the abbreviation of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What was Nintendo's limit on games per developer per year on the {answer_2}?"", answer_2=answer_2)"
3hop1__49236_89752_54221,final_step_mismatch,What time do alcohol sales begin in the largest state of the region where the fictional Gilead is located in The Handmaid's Tale?,,3,How early can you buy alcohol in {answer_2}?,0.5,0.05,"answer_1: str = qa_model(""Where is Gilead located in The Handmaid's Tale?"") | answer_2: str = qa_model(""What is the largest state in {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""How early can you buy alcohol in {answer_2}?"", answer_2=answer_2)"
3hop1__796649_720914_41132,over_decomposition,How many times did the plague occur in the city where Flora's painter died?,,3,How many times did plague occur in {answer_2}?,0.0,0.45,"answer_1: str = qa_model(""Who is the creator of Flora?"") | answer_2: str = qa_model(""What is the place of death of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""How many times did plague occur in {answer_2}?"", answer_2=answer_2)"
3hop1__857_846_7769,over_decomposition|final_step_mismatch,How many square miles is the city where the Yongle emperor greeted the person to whom the edict was addressed?,,3,"How large is {answer_2}, in miles?",0.0,0.08,"answer_1: str = qa_model(""Who was the edict addressed to?"") | answer_2: str = qa_model(""Where did the Yongle Emperor greet {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""How large is {answer_2}, in miles?"", answer_2=answer_2)"
3hop2__132957_132968_40768,over_decomposition,"When did the maker of Acura Legend, the company that makes Daihatsu Charmant, and Nissan open US assembly plants?",,3,"When did {answer_1}, {answer_2} and Nissan open US assembly plants?",0.0,0.41,"answer_1: str = qa_model(""Who made Acura Legend?"") | answer_2: str = qa_model(""What company made Daihatsu Charmant?"") | answer_3: str = qa_model(""When did {answer_1}, {answer_2} and Nissan open US assembly plants?"", answer_1=answer_1, answer_2=answer_2)"
4hop1__105688_17130_70784_61381,final_step_mismatch,The country that Eyal Golan is from lies within a certain region. When was the area that lies immediately to the north of that region established?,,4,When was {answer_3} established?,0.5,0.07,"answer_1: str = qa_model(""Which was the country for Eyal Golan?"") | answer_2: str = qa_model(""Where is {answer_1} located?"", answer_1=answer_1) | answer_3: str = qa_model(""What region lies immediately to the north of {answer_2} and the Persian Gulf?"", answer_2=answer_2) | answer_4: str = qa_model(""When was {answer_3} established?"", answer_3=answer_3)"
4hop1__13170_32392_823060_610794,over_decomposition|final_step_mismatch,In which county is the city sharing a border with the capitol of the first state to formally secede?,,4,In what county is {answer_3} located?,0.0,0.08,"answer_1: str = qa_model(""What was the first state to formally secede?"") | answer_2: str = qa_model(""What city became the state capital of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""What city shares a border with {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""In what county is {answer_3} located?"", answer_3=answer_3)"
4hop1__199362_765799_282674_759393,final_step_mismatch,What is the seat of the county sharing a border with the county whose seat is the city WAPL is licensed to broadcast to?,,4,What is the capital of {answer_3}?,0.5,0.0,"answer_1: str = qa_model(""What city is WAPL licensed to broadcast to?"") | answer_2: str = qa_model(""What county is {answer_1} the capital of?"", answer_1=answer_1) | answer_3: str = qa_model(""What county does {answer_2} share a border with?"", answer_2=answer_2) | answer_4: str = qa_model(""What is the capital of {answer_3}?"", answer_3=answer_3)"
4hop1__199881_765799_282674_759393,over_decomposition|final_step_mismatch,What is the seat of the county sharing a border with the county where Miller Electric is headquartered?,,4,What is the capital of {answer_3}?,0.0,0.0,"answer_1: str = qa_model(""Which city is the headquarters of Miller Electric located?"") | answer_2: str = qa_model(""What county is {answer_1} the capital of?"", answer_1=answer_1) | answer_3: str = qa_model(""What county does {answer_2} share a border with?"", answer_2=answer_2) | answer_4: str = qa_model(""What is the capital of {answer_3}?"", answer_3=answer_3)"
4hop1__707078_378185_282674_759393,final_step_mismatch,What is the capital of the county that shares a border with the county that contains the birthplace of Erik Jensen?,,4,What is the capital of {answer_3}?,4.0,0.09,"answer_1: str = qa_model(""What is the city of birth of Erik Jensen?"") | answer_2: str = qa_model(""{answer_1} is the capital of which county?"", answer_1=answer_1) | answer_3: str = qa_model(""What county shares a border with {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""What is the capital of {answer_3}?"", answer_3=answer_3)"
4hop1__767417_624859_355213_203322,over_decomposition,What county shares a border with the county where the performer of Change of Heart was born?,,4,Which county shares border with {answer_3}?,0.0,0.44,"answer_1: str = qa_model(""Who is the performer of Change of Heart?"") | answer_2: str = qa_model(""What is the city of birth of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Which county is {answer_2} located in?"", answer_2=answer_2) | answer_4: str = qa_model(""Which county shares border with {answer_3}?"", answer_3=answer_3)"
4hop3__373573_132409_223216_35031,final_step_mismatch,The band Pathology formed in a city whose urban area ranks where by size among the urban areas of the state where the Still Swingin' song's band formed?,,4,"In the top five largest urban areas in {answer_2}, where does {answer_3} rank?",0.5,0.08,"answer_1: str = qa_model(""Who is the performer of Still Swingin'?"") | answer_2: str = qa_model(""What city was {answer_1} formed in?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the location of formation of Pathology?"") | answer_4: str = qa_model(""In the top five largest urban areas in {answer_2}, where does {answer_3} rank?"", answer_2=answer_2, answer_3=answer_3)"
4hop3__519729_88460_30152_20999,final_step_mismatch,How were the people from whom the new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and Tham Non's country?,,4,How were {answer_3} expelled from {answer_2}?,0.5,0.09,"answer_1: str = qa_model(""What is the country of Tham Non?"") | answer_2: str = qa_model(""What natural boundary lies between Thailand and {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""New coins were a proclamation of independence by the Somali Muslim Ajuran Empire from whom?"") | answer_4: str = qa_model(""How were {answer_3} expelled from {answer_2}?"", answer_2=answer_2, answer_3=answer_3)"
