id,issues,question,answer,num_hops,last_question,complexity_score,similarity,dsl
152,over_decomposition,What are the first three letters of the capital city of the country where Shakespeare's longest play is set?,Cop,4,What are the first three letters of the city name {answer_3}?,0.0,0.31,"answer_1: str = qa_model(""What is Shakespeare's longest play?"") | answer_2: str = qa_model(""In which country is the play {answer_1} set?"", answer_1=answer_1) | answer_3: str = qa_model(""What is the capital city of {answer_2}?"", answer_2=answer_2) | final_answer: str = qa_model(""What are the first three letters of the city name {answer_3}?"", answer_3=answer_3)"
330,final_step_mismatch,"How many years older is the police force that covers the City of London, than the political party that came 4th in the 2019 European Parliament election in Lombardy? Write the number of years in binary",10101110,5,What is {answer_4} written in binary?,0.5,0.04,"answer_1: int = qa_model(""What is the founding year of the police force that covers the City of London?"") | answer_2: str = qa_model(""Which political party came 4th in the 2019 European Parliament election in Lombardy?"") | answer_3: int = qa_model(""What is the founding year of the political party {answer_2}?"", answer_2=answer_2) | answer_4: int = qa_model(""What is the difference in years between {answer_3} and {answer_1}?"", answer_1=answer_1, answer_3=answer_3) | final_answer: str = qa_model(""What is {answer_4} written in binary?"", answer_4=answer_4)"
719,over_decomposition,Who was the president of the United States when the resort housing the BomBora steel roller coaster first opened?,Grover Cleveland,3,Who was the president of the United States on {answer_2}?,0.0,0.23,"answer_1: str = qa_model(""Which resort houses the BomBora steel roller coaster?"") | answer_2: str = qa_model(""When did the resort {answer_1} first open?"", answer_1=answer_1) | final_answer: str = qa_model(""Who was the president of the United States on {answer_2}?"", answer_2=answer_2)"
646,final_step_mismatch,"How much money would be left of Elon Musk's net worth in January of 2021, if you subtracted the 2022 average yearly gross salary of 10,000 people, working in the Philippines, written in words?",one hundred eighty-four billion nine hundred fifty-nine million four hundred forty thousand.,5,How is the number {answer_4} written in words?,0.5,0.07,"answer_1: float = qa_model(""What was Elon Musk's net worth in January of 2021?"") | answer_2: float = qa_model(""What was the 2022 average yearly gross salary in the Philippines?"") | answer_3: float = qa_model(""What is the total 2022 average yearly gross salary of 10,000 people working in the Philippines, if the individual average is {answer_2}?"", answer_2=answer_2) | answer_4: float = qa_model(""What is the result of subtracting {answer_3} from {answer_1}?"", answer_1=answer_1, answer_3=answer_3) | final_answer: str = qa_model(""How is the number {answer_4} written in words?"", answer_4=answer_4)"
331,final_step_mismatch,"Lauryn Hill has one older brother named Malaney. The year he was born, a famous baseball player who played his final season with the Philadelphia Athletics died in March. That player was elected to the Baseball Hall of Fame. 6 years later after his election, the only person to be inducted to the Baseball Hall of Fame had how many total career wins? ",365,5,How many total career wins did {answer_4} have?,3.0,0.09,"answer_1: int = qa_model(""In what year was Malaney Hill, Lauryn Hill's older brother, born?"") | answer_2: str = qa_model(""Which famous baseball player who played his final season with the Philadelphia Athletics died in March of {answer_1}?"", answer_1=answer_1) | answer_3: int = qa_model(""In what year was {answer_2} elected to the Baseball Hall of Fame?"", answer_2=answer_2) | answer_4: str = qa_model(""Who was the only person inducted into the Baseball Hall of Fame 6 years after {answer_3}?"", answer_3=answer_3) | final_answer: int = qa_model(""How many total career wins did {answer_4} have?"", answer_4=answer_4)"
232,final_step_mismatch,How much taller (in centimetres) is Mark O'Halloran (ex West Tigers rugby league player) than the London Broncos' player with the heritage number 341?,11cm,4,What is the difference in centimetres between {answer_1} and {answer_3}?,0.5,0.04,"answer_1: float = qa_model(""What is the height in centimetres of Mark O'Halloran (ex West Tigers rugby league player)?"") | answer_2: str = qa_model(""Which London Broncos' player has the heritage number 341?"") | answer_3: float = qa_model(""What is the height in centimetres of {answer_2}?"", answer_2=answer_2) | final_answer: float = qa_model(""What is the difference in centimetres between {answer_1} and {answer_3}?"", answer_1=answer_1, answer_3=answer_3)"
575,over_decomposition|final_step_mismatch,How old was Benjamin Franklin when Wolfgang Amadeus Mozart was born?,50 years old.,3,How many years are there between {answer_1} and {answer_2}?,0.0,0.0,"answer_1: str = qa_model(""What is the birth date of Benjamin Franklin?"") | answer_2: str = qa_model(""What is the birth date of Wolfgang Amadeus Mozart?"") | final_answer: int = qa_model(""How many years are there between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
171,final_step_mismatch,Which player scored 20 goals in the English Premier League in the 2006-2007 season and won 'Chelsea Players Player of the Year' award in 2007?,Didier Drogba scored 20 goals in the the 2006-2007 English Premier League season and won the  'Chelsea Players Player of the Year' award in 2007.,3,Which player from the list {answer_1} is the same as {answer_2}?,0.5,0.05,"answer_1: list[str] = qa_model(""Which players scored 20 goals in the English Premier League in the 2006-2007 season?"") | answer_2: str = qa_model(""Who won the 'Chelsea Players Player of the Year' award in 2007?"") | final_answer: str = qa_model(""Which player from the list {answer_1} is the same as {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
259,final_step_mismatch,American author Joan Didion's second fiction novel has a film adaptation. The director of this film is the uncle of a famous pop singer This pop singer once famously sang a song with lyrics describing a combustible-containing device. This song received nominations for Best Pop Solo Performance and Record of the Year at the 54th Annual Grammy Awards. This song was inspired by another book. What is the name of the song and the book that inspired it?,"Firework by Katy Perry was inspired by ""On the Road"" by Jack Kerouac ",6,Return the song ,2.0,0.02,"answer_1: str = qa_model(""What is American author Joan Didion's second fiction novel?"") | answer_2: str = qa_model(""Who is the director of the film adaptation of the novel '{answer_1}'?"", answer_1=answer_1) | answer_3: str = qa_model(""Who is the famous pop singer niece or nephew of director {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""Which song by {answer_3} with lyrics describing a combustible-containing device was nominated for Best Pop Solo Performance and Record of the Year at the 54th Annual Grammy Awards?"", answer_3=answer_3) | answer_5: str = qa_model(""What is the name of the book that inspired the song '{answer_4}'?"", answer_4=answer_4) | final_answer: list[str] = qa_model(""Return the song '{answer_4}' and the book '{answer_5}'?"", answer_4=answer_4, answer_5=answer_5)"
445,final_step_mismatch,What number do you get when you add up the numbers in the postcode of the hospital John Lennon was born in?,14,3,What is the sum of the digits in the postcode {answer_2}?,0.5,0.07,"answer_1: str = qa_model(""In which hospital was John Lennon born?"") | answer_2: str = qa_model(""What is the postcode of the hospital {answer_1}?"", answer_1=answer_1) | final_answer: int = qa_model(""What is the sum of the digits in the postcode {answer_2}?"", answer_2=answer_2)"
570,over_decomposition,How old was Katie Couric when Oprah Winfrey was 8 years old?,Katie Couric was 5 years old when Oprah Winfrey was 8 years old.,3,How old was Katie Couric (born {answer_2}) when Oprah Winfrey (born {answer_1}) was 8 years old?,0.0,0.7,"answer_1: str = qa_model(""What is Oprah Winfrey's date of birth?"") | answer_2: str = qa_model(""What is Katie Couric's date of birth?"") | final_answer: int = qa_model(""How old was Katie Couric (born {answer_2}) when Oprah Winfrey (born {answer_1}) was 8 years old?"", answer_1=answer_1, answer_2=answer_2)"
813,over_decomposition,What happened at the Dyatlov Pass Incident and how did it inspire the plot of 2013 horror film Devil Pass?,The Dyatlov Pass Incident was an event in 1959 where nine Soviet Hiker's died in the Northern Ural Mountains after cutting open their tents and running into the snow for a reason without explanation. Devil Pass is a found footage film that takes place in the decades following the Dyatlov Pass Incident about a group of American students who travel to Russia to investigate the event.,3,Based on the events of the Dyatlov Pass Incident ({answer_1}) and the plot of the film Devil,0.0,0.39,"answer_1: str = qa_model(""What happened at the Dyatlov Pass Incident?"") | answer_2: str = qa_model(""What is the plot of the 2013 horror film Devil's Pass?"") | final_answer: str = qa_model(""Based on the events of the Dyatlov Pass Incident ({answer_1}) and the plot of the film Devil's Pass ({answer_2}), explain what happened in the incident and how it inspired the film."", answer_1=answer_1, answer_2=answer_2)"
819,final_step_mismatch,"How many years after publishing his paper *On the Inhalation of the Vapor of Ether* did John Snow make the connection between cholera, kidney failure, and contaminated water sources?",Seven,3,What is the absolute difference between {answer_1} and {answer_2}?,1.5,0.07,"answer_1: int = qa_model(""In what year did John Snow publish his paper *On the Inhalation of the Vapor of Ether*?"") | answer_2: int = qa_model(""In what year did John Snow make the connection between cholera, kidney failure, and contaminated water sources?"") | final_answer: int = qa_model(""What is the absolute difference between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
759,final_step_mismatch,I can't recall who I'm trying to think of. This person was the partner of someone in the 1984 Olympic keelboat competition. Their partner's sister was the only American who placed in the 2003 Pan American Games for sailing in the men's or women's competition (not including the open events).,Richard Coxon.,3,Who was {answer_2},1.5,0.0,"answer_1: str = qa_model(""Who was the only American who placed in the 2003 Pan American Games for sailing in the men's or women's competition, not including open events?"") | answer_2: str = qa_model(""Who is the brother of {answer_1}?"", answer_1=answer_1) | final_answer: str = qa_model(""Who was {answer_2}'s partner in the 1984 Olympic keelboat competition?"", answer_2=answer_2)"
176,over_decomposition,"For the year 2020, what was the difference in total fertility rate (TFR) for East Timor and Japan?",1.92,3,What is the difference between {answer_1} and {answer_2}?,0.0,0.13,"answer_1: float = qa_model(""What was the total fertility rate (TFR) for East Timor in 2020?"") | answer_2: float = qa_model(""What was the total fertility rate (TFR) for Japan in 2020?"") | final_answer: float = qa_model(""What is the difference between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
173,final_step_mismatch,"In roman numerals, how many nations competed in the Olympic Games where the most gold medals was won by an athlete at a single Olympic Games, as of 1st July 2024?",CCIV,4,What is the Roman numeral for {answer_3}?,0.5,0.05,"answer_1: str = qa_model(""Which athlete won the most gold medals at a single Olympic Games, as of 1st July 2024?"") | answer_2: str = qa_model(""At which Olympic Games did {answer_1} win the most gold medals?"", answer_1=answer_1) | answer_3: int = qa_model(""How many nations competed in the {answer_2}?"", answer_2=answer_2) | final_answer: str = qa_model(""What is the Roman numeral for {answer_3}?"", answer_3=answer_3)"
520,final_step_mismatch,What was the population in 2020 of the city that is in the name of the football team that won the Super Bowl five years before Matthew McConaughey won best actor at the Academy Awards?,"302,971",5,What was the population of {answer_4} in 2020?,5.0,0.1,"answer_1: int = qa_model(""In what year did Matthew McConaughey win the Best Actor award at the Academy Awards?"") | answer_2: int = qa_model(""What year is five years before {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""Which football team won the Super Bowl in {answer_2}?"", answer_2=answer_2) | answer_4: str = qa_model(""What city is in the name of the football team {answer_3}?"", answer_3=answer_3) | final_answer: int = qa_model(""What was the population of {answer_4} in 2020?"", answer_4=answer_4)"
120,final_step_mismatch,"In square KM, how much bigger is the total area of La Casita-Garciasville, Texas compared to that of the independent state that was recognised in the 1929 Lateran Treaty?",10.81,4,What is the difference in square kilometers between {answer_1} and {answer_3}?,0.5,0.04,"answer_1: float = qa_model(""What is the total area of La Casita-Garciasville, Texas in square kilometers?"") | answer_2: str = qa_model(""What independent state was recognised in the 1929 Lateran Treaty?"") | answer_3: float = qa_model(""What is the total area of {answer_2} in square kilometers?"", answer_2=answer_2) | final_answer: float = qa_model(""What is the difference in square kilometers between {answer_1} and {answer_3}?"", answer_1=answer_1, answer_3=answer_3)"
128,over_decomposition,Name the teams in alphabetical order that every AL MVP from Texas Rangers retired from as of August 2024.,"Cleveland Indians, New York Yankees, Texas Rangers, Toronto Blue Jays",3,Sort the list of teams {answer_2} in alphabetical order.,0.0,0.17,"answer_1: list[str] = qa_model(""Who are the AL MVP winners from the Texas Rangers as of August 2024?"") | answer_2: list[str] = qa_model(""What teams did each of the players in {answer_1} retire from?"", answer_1=answer_1) | final_answer: list[str] = qa_model(""Sort the list of teams {answer_2} in alphabetical order."", answer_2=answer_2)"
198,over_decomposition|final_step_mismatch,Why didn't Harvard have calculus classes when it first opened?,Calculus was not invented yet.,3,Why couldn,0.0,0.09,"answer_1: int = qa_model(""In what year did Harvard first open?"") | answer_2: str = qa_model(""When was calculus invented?"") | final_answer: str = qa_model(""Why couldn't Harvard have offered calculus classes in {answer_1}, given that calculus was invented around {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
285,final_step_mismatch,This deceased American singer and songwriter who's song about censorship was nominated for a Grammy Award (for Best Hard Rock Performance) in the same year that was designated as International Space Year by the United Nations. How many letters are in his name?,11 (Layne Staley),3,How many letters are in the name ,2.0,0.09,"answer_1: int = qa_model(""What year was designated as International Space Year by the United Nations?"") | answer_2: str = qa_model(""Which deceased American singer and songwriter had a song about censorship nominated for a Grammy Award for Best Hard Rock Performance in {answer_1}?"", answer_1=answer_1) | final_answer: int = qa_model(""How many letters are in the name '{answer_2}'?"", answer_2=answer_2)"
276,over_decomposition|final_step_mismatch,"Of the 'Big Four' of Thrash Metal, whose debut full-length was released first?",Metallica,3,"Of the bands and their debut album release dates in {answer_2}, which band",0.0,0.06,"answer_1: list[str] = qa_model(""Who are the 'Big Four' of Thrash Metal?"") | answer_2: dict[str, str] = qa_model(""What were the release dates of the debut full-length albums for each of the bands in {answer_1}?"", answer_1=answer_1) | final_answer: str = qa_model(""Of the bands and their debut album release dates in {answer_2}, which band's album was released first?"", answer_2=answer_2)"
565,final_step_mismatch,Who was the Super Bowl MVP's wife the year the building Rodney Gordon designed was sold to Capital and City Group?,Abby McGrew,4,Who was the wife of {answer_3}?,0.5,0.06,"answer_1: str = qa_model(""What building designed by Rodney Gordon was sold to Capital and City Group?"") | answer_2: int = qa_model(""In what year was the {answer_1} sold to Capital and City Group?"", answer_1=answer_1) | answer_3: str = qa_model(""Who was the Super Bowl MVP in {answer_2}?"", answer_2=answer_2) | final_answer: str = qa_model(""Who was the wife of {answer_3}?"", answer_3=answer_3)"
20,over_decomposition,"As of August 1 2024, what is the most recently described genus of Colosteidae?","Deltaherpeton, first described in 2010",3,"As of August 1 2024, which genus from {answer_2} was most recently described?",0.0,0.73,"answer_1: list[str] = qa_model(""What are the genera in the family Colosteidae?"") | answer_2: dict[str, str] = qa_model(""When was each genus in {answer_1} described?"", answer_1=answer_1) | final_answer: str = qa_model(""As of August 1 2024, which genus from {answer_2} was most recently described?"", answer_2=answer_2)"
193,over_decomposition,Do the timelines in the stories of Nier: Automata and Nier Replicant intersect?,"No, they do not intersect.",3,Do the timelines of the stories of Nier: Automata ({answer_1}) and Nier Replicant ({answer_2}) intersect?,-1.0,0.8,"answer_1: str = qa_model(""What is the timeline of the story of Nier: Automata?"") | answer_2: str = qa_model(""What is the timeline of the story of Nier Replicant?"") | final_answer: str = qa_model(""Do the timelines of the stories of Nier: Automata ({answer_1}) and Nier Replicant ({answer_2}) intersect?"", answer_1=answer_1, answer_2=answer_2)"
367,final_step_mismatch,Frank Jevons was the 9th Master of Hatfield College. His death came how many years after the death of his predecessor in the same role?,5 years,4,What is the difference in years between {answer_1} and {answer_3}?,1.5,0.05,"answer_1: int = qa_model(""In what year did Frank Jevons die?"") | answer_2: str = qa_model(""Who was the predecessor to Frank Jevons as the Master of Hatfield College?"") | answer_3: int = qa_model(""In what year did {answer_2} die?"", answer_2=answer_2) | final_answer: int = qa_model(""What is the difference in years between {answer_1} and {answer_3}?"", answer_1=answer_1, answer_3=answer_3)"
517,over_decomposition|final_step_mismatch,What age was the Director of Inception (2010) when the film was released in the UK?,39,4,What was the age of a person born on {answer_2} on the date {answer_3}?,0.0,0.08,"answer_1: str = qa_model(""Who was the director of the film Inception (2010)?"") | answer_2: str = qa_model(""What is the birth date of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""When was the film Inception (2010) released in the UK?"") | final_answer: int = qa_model(""What was the age of a person born on {answer_2} on the date {answer_3}?"", answer_2=answer_2, answer_3=answer_3)"
202,final_step_mismatch,"The National Peace Corps Association was founded in 1979 by a United States politician. This founder then appointed the very first director of the Peace Corps, his brother-in-law. What is the first name of this director?",Robert,3,What is the first name of {answer_2}?,0.5,0.09,"answer_1: str = qa_model(""Which United States politician founded the National Peace Corps Association in 1979?"") | answer_2: str = qa_model(""Who was the brother-in-law of {answer_1}, who was appointed as the first director of the Peace Corps?"", answer_1=answer_1) | final_answer: str = qa_model(""What is the first name of {answer_2}?"", answer_2=answer_2)"
243,final_step_mismatch,A United States women's national soccer team player scored her first career international goal during the semi-final match of the 2015 FIFA Women's World Cup. This same player scored her second goal the next year. Tell me the difference in attendance between these two games.,"43,518",4,What is the difference in attendance between {answer_2} and {answer_3}?,0.5,0.08,"answer_1: str = qa_model(""Which United States women's national soccer team player scored her first career international goal during the semi-final match of the 2015 FIFA Women's World Cup?"") | answer_2: int = qa_model(""What was the attendance for the 2015 FIFA Women's World Cup semi-final match where {answer_1} scored her first international goal?"", answer_1=answer_1) | answer_3: int = qa_model(""What was the attendance for the game where {answer_1} scored her second career international goal the next year (2016)?"", answer_1=answer_1) | final_answer: int = qa_model(""What is the difference in attendance between {answer_2} and {answer_3}?"", answer_2=answer_2, answer_3=answer_3)"
438,over_decomposition,Who was the youngest climber to podium at the first year climbing was in the olympics?,Alberto Ginés López (18 at the time).,3,Who was the youngest climber among {answer_2}?,0.0,0.2,"answer_1: int = qa_model(""In what year was sport climbing first included in the Olympics?"") | answer_2: list[str] = qa_model(""Who were the climbers who won a medal in sport climbing at the {answer_1} Olympics?"", answer_1=answer_1) | final_answer: str = qa_model(""Who was the youngest climber among {answer_2}?"", answer_2=answer_2)"
772,over_decomposition,What's the name of Goku's iconic transformation and what episode number does it first appear in the anime?,Goku becomes a Super Saiyan in episode 95 of Dragon Ball Z.,3,Return the transformation name ,0.0,0.14,"answer_1: str = qa_model(""What is the name of Goku's iconic transformation?"") | answer_2: int = qa_model(""In what episode number does the {answer_1} transformation first appear in the anime?"", answer_1=answer_1) | final_answer: str = qa_model(""Return the transformation name '{answer_1}' and the episode number '{answer_2}' as a combined string."", answer_1=answer_1, answer_2=answer_2)"
576,final_step_mismatch,"The female of the pair who have been called ""the worst guests in 'Below Deck Sailing Yacht' history"" made her TV debut five seasons before which Bachelor?",Jake Pavelka,4,Which Bachelor,5.0,0.05,"answer_1: list[str] = qa_model(""Who have been called 'the worst guests in Below Deck Sailing Yacht history'?"") | answer_2: str = qa_model(""Who is the female of the pair {answer_1}?"", answer_1=answer_1) | answer_3: int = qa_model(""What season of what show did {answer_2} make her TV debut?"", answer_2=answer_2) | final_answer: str = qa_model(""Which Bachelor's season was five seasons after season {answer_3}?"", answer_3=answer_3)"
662,over_decomposition,Which British prime minister of the 1990s had the most children?,Tony Blair,3,Which prime minister from {answer_2} had the most children?,0.0,0.56,"answer_1: list[str] = qa_model(""Which British prime ministers served in the 1990s?"") | answer_2: dict[str, int] = qa_model(""How many children did each of the prime ministers in {answer_1} have?"", answer_1=answer_1) | final_answer: str = qa_model(""Which prime minister from {answer_2} had the most children?"", answer_2=answer_2)"
729,final_step_mismatch,"What is the name of the ""pseudo label"" that collected the early collaborations of English architect Sir Peter Cook's son? ",Gamsonite,2,What is the name of the ,1.5,0.07,"answer_1: str = qa_model(""Who is the son of English architect Sir Peter Cook?"") | final_answer: str = qa_model(""What is the name of the 'pseudo label' that collected the early collaborations of {answer_1}?"", answer_1=answer_1)"
354,final_step_mismatch,How old was the 31st President of the United States when the second nuclear weapon ever used in warfare was dropped?,70 years old,4,How old was a person born on {answer_2} on {answer_3}?,0.5,0.06,"answer_1: str = qa_model(""Who was the 31st President of the United States?"") | answer_2: str = qa_model(""What is the birth date of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""On what date was the second nuclear weapon ever used in warfare dropped?"") | final_answer: int = qa_model(""How old was a person born on {answer_2} on {answer_3}?"", answer_2=answer_2, answer_3=answer_3)"
713,over_decomposition,How many years did Cardi B's rap career overlap with Tupac's rap career?,Zero,4,How many years of overlap are there between Tupac,0.0,0.31,"answer_1: int = qa_model(""In what year did Tupac's rap career begin?"") | answer_2: int = qa_model(""In what year did Tupac's rap career end?"") | answer_3: int = qa_model(""In what year did Cardi B's rap career begin?"") | final_answer: int = qa_model(""How many years of overlap are there between Tupac's rap career from {answer_1} to {answer_2} and Cardi B's rap career which began in {answer_3}?"", answer_1=answer_1, answer_2=answer_2, answer_3=answer_3)"
482,over_decomposition|final_step_mismatch,How old was the first minister of the Ministry of Digital Affairs in Poland when Andrzej Halicki became minister?,"The first minister of the Ministry of Digital Affairs in Poland Anna Streżyńska was 47 years old when Andrzej Halicki became minister in 2014. Anna Streżyńska was born on May 11th, 1967.",4,How old was a person born on {answer_2} on the date {answer_3}?,0.0,0.06,"answer_1: str = qa_model(""Who was the first minister of the Ministry of Digital Affairs in Poland?"") | answer_2: str = qa_model(""What is the birth date of {answer_1}?"", answer_1=answer_1) | answer_3: str = qa_model(""When did Andrzej Halicki become minister of the Ministry of Digital Affairs?"") | final_answer: int = qa_model(""How old was a person born on {answer_2} on the date {answer_3}?"", answer_2=answer_2, answer_3=answer_3)"
346,over_decomposition,What sea borders the Irish County where the author of the short story Foster was born?,The Irish Sea,3,What sea borders County {answer_2}?,0.0,0.3,"answer_1: str = qa_model(""Who is the author of the short story Foster?"") | answer_2: str = qa_model(""In which Irish County was {answer_1} born?"", answer_1=answer_1) | final_answer: str = qa_model(""What sea borders County {answer_2}?"", answer_2=answer_2)"
568,final_step_mismatch,"How many fewer races did Sebastian Vettel complete before he retired compared to his hero, Michael Schumacher? ",Seven,3,What is the difference between {answer_1} and {answer_2}?,1.0,0.0,"answer_1: int = qa_model(""How many races did Sebastian Vettel complete before he retired?"") | answer_2: int = qa_model(""How many races did Michael Schumacher complete before he retired?"") | final_answer: int = qa_model(""What is the difference between {answer_1} and {answer_2}?"", answer_1=answer_1, answer_2=answer_2)"
226,over_decomposition,"Who were the first two women who won the Nobel Prize, in any category, who were also mothers?",Marie Curie and Grazia Deledda,3,Who are the first two women in the list {answer_2}?,0.0,0.25,"answer_1: list[str] = qa_model(""List all female Nobel Prize winners in chronological order of their win."") | answer_2: list[str] = qa_model(""Which of the women among {answer_1} were also mothers (return the names in the same order)?"", answer_1=answer_1) | final_answer: list[str] = qa_model(""Who are the first two women in the list {answer_2}?"", answer_2=answer_2)"
110,over_decomposition,"As of 1st August 2024, Are the actors who play Summer and Luke in the OC in anything else together?","Yes, Nashville series 5. ",3,"As of 1st August 2024, what other productions have the actors {answer_1} and {answer_2} appeared in together besides The OC?",0.0,0.4,"answer_1: str = qa_model(""Who is the actor who played Summer in The OC?"") | answer_2: str = qa_model(""Who is the actor who played Luke in The OC?"") | final_answer: list[str] = qa_model(""As of 1st August 2024, what other productions have the actors {answer_1} and {answer_2} appeared in together besides The OC?"", answer_1=answer_1, answer_2=answer_2)"
544,over_decomposition,"Which of these series was published earliest? Wedding Peach, Tokyo Mew Mew, Sailor Moon",Sailor Moon,4,"Which of these series was published earliest: Wedding Peach ({answer_1}), Tokyo Mew Mew ({answer_2}), or Sailor Moon ({answer_3})?",0.0,0.71,"answer_1: str = qa_model(""When was the series Wedding Peach first published?"") | answer_2: str = qa_model(""When was the series Tokyo Mew Mew first published?"") | answer_3: str = qa_model(""When was the series Sailor Moon first published?"") | final_answer: str = qa_model(""Which of these series was published earliest: Wedding Peach ({answer_1}), Tokyo Mew Mew ({answer_2}), or Sailor Moon ({answer_3})?"", answer_1=answer_1, answer_2=answer_2, answer_3=answer_3)"
